Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;;;;;;;;
36;Ella &se& tomó un &te&.;se; té;sé; te;;se;Selecciona el conjunto de palabras escritas correctamente según su significado en la oración.;;Ella se tomó un té.;;;;;
36;Miguel &solo& quiere que &tu& mamá venga a la casa.;sólo; tu;solo; tú;;sólo;Selecciona el conjunto de palabras escritas correctamente según su significado en la oración.;;;;;;;
36;&Mi& trabajo es muy especial para &mi&.;Mi; mí;Mí; mi;;Mi;Selecciona el conjunto de palabras escritas correctamente según su significado en la oración.;;Mi trabajo es muy especial para mí.;;;;;
36;Quiero que &tu& vayas con &tu& amiga.;tú; tu;tu; tú;;tú;Selecciona el conjunto de palabras escritas correctamente según su significado en la oración.;;Quiero que tú vayas con tu amiga.;;;;;
36;&Tu& sabes que &te& quiero mucho.;Tú; te;Tu; té;;Tú;Selecciona el conjunto de palabras escritas correctamente según su significado en la oración.;;Tú sabes que te quiero mucho.;;;;;
37;;día ;imágenes;fantástico;día;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;más;Saúl;pájaros;Saúl;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;tiburón;mayúscula;caída;caída;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;comería;Vásquez;mamá;comería;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;tenía;próximo;página;tenía;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;lápiz;miércoles;rápido;miércoles;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;oído;atún;sábado;oído;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;árboles;jarrón;filosofía;filosofía;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;mía;círculo;teléfono;mía;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;océano;ilustración;México;océano;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;álbum;bailaría;jóven;bailaría;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;tío;orégano;fantástico;tío;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;Raúl;Óscar;Verónica;Raúl;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;país;automóvil;círculo;país;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;caída;multiplicación;división;caída;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;intrépido;fábula;países;países;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;escogería;avión;autobús;escogería;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;ataúd;jóvenes;exámenes;ataúd;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;hipopótamo;árboles;policía;policía;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;características;raíz;círculo;raíz;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;pilítica;maíz;más;maíz;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;fácil;ojalá;carnicería;carnicería;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;sabía;orégano;médico;sabía;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;poesía;micrófono;café;poesía;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;María;Andrés;átomo;María;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;café;púa;música;púa;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;geografía;jarrón;árboles;geografía;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;dúo;ojalá;cucharón;dúo;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;todavía;volantín;jardín;todavía;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;baúl;relámpago;rápido;baúl;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;perdía;número;dominó;perdía;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;país;teléfono;móvil;país;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;aéreo;ángel;esdrújula;aéreo;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;raíz;débil;comunicación;raíz;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;geometría;línea;Sepúlveda;geometría;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;alegría;Joaquín;Hernán;alegría;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;médico;continúa;árbol;continúa;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;celebraría;dramático;algún;celebraría;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;reían;Verónica;Concepción;reían;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
37;;ponía;jamás;pájaros;ponía;Selecciona la palabra que presenta acento dierético.;;;;;;;;;
38;El Millalobo; astuto y versátil; toma la fisionomía de la persona que se refleja. &n El Millalobo astuto y versátil; toma la fisionomía de la persona que se refleja. &nEl Millalobo; astuto y versátil toma la fisionomía de la persona que se refleja.;1;2;1;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 1: El Millalobo; astuto y versátil; toma la fisionomía de la persona que se refleja. ;;
38;Esa habilidad; de cambiar rápidamente; es producida por un encantamiento. &n Esa habilidad de cambiar rápidamente; es producida por un encantamiento. &n Esa habilidad; de cambiar rápidamente es producida por un encantamiento.;1;2;1;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 1: Esa habilidad; de cambiar rápidamente; es producida por un encantamiento. ;;
38;Cuando las personas lo ven; por andar desprevenidas; se las lleva al fondo del mar. &nCuando las personas lo ven; por andar desprevenidas se las lleva al fondo del mar.&nCuando las personas lo ven por andar desprevenidas; se las lleva al fondo del mar.;1;2;1;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 1: Cuando las personas lo ven; por andar desprevenidas; se las lleva al fondo del mar. ;;
38;El Millalobo al poder modificar su rostro; rápida y mágicamente; es muy temido. &nEl Millalobo al poder modificar su rostro rápida y mágicamente; es muy temido. &nEl Millalobo al poder modificar su rostro; rápida y mágicamente es muy temido.;1;2;1;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 1: El Millalobo al poder modificar su rostro; rápida y mágicamente; es muy temido. ;;
38;Este ser mitológico; al habitar en esa zona; es típicamente cucaino.&nEste ser mitológico al habitar en esa zona; es típicamente cucaino.&nEste ser mitológico; al habitar en esa zona es típicamente cucaino.;1;2;2;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 2: Este ser mitológico al habitar en esa zona; es típicamente cucaino.;;;
38;Es por tanto el Millalobo; indudablemente; uno de los personajes más importantes de la mitología chilota.&nEs por tanto el Millalobo indudablemente; uno de los personajes más importantes de la mitología chilota.&nEs por tanto el Millalobo; indudablemente uno de los personajes más importantes de la mitología chilota.;1;2;1;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 1: Es por tanto el Millalobo; indudablemente; uno de los personajes más importantes de la mitología chilota.;;
39;Escribe la oración dictada.;;;;A Joaquín le gustaba analizar las casas; la gente y los autos.;A Joaquín le gustaba analizar las casas;;A Joaquín le gustaba analizar las casas; la gente y los autos.;;;;;
39;Escribe la oración dictada.;;;;Decidió acercarse a la niña para hacerse su amigo.;Decidió acercarse a la niña para hacerse su amigo.;;;;;;;;;
39;Escribe la oración dictada.;;;;Joaquín quiso entrar; por lo que se detuvo y bajó de la bicicleta.;Joaquín quiso entrar;;Joaquín quiso entrar; por lo que se detuvo y bajó de la bicicleta.;;;;;
39;Escribe la oración dictada.;;;;Solo una canción; siento mucho cansancio; agregó la niña.; siento mucho cansancio; agregó la niña.;;Solo una canción; siento mucho cansancio; agregó la niña.;;
39;Escribe la oración dictada.;;;;La abuelita le mostró la mesa con refrescos y lo persuadió para que tomara uno.;La abuelita le mostró la mesa con refrescos y lo persuadió para que tomara uno.;;;;;;;;;
39;Escribe la oración dictada.;;;;Bien; pero estoy un poco cansado; respondió él.; pero estoy un poco cansado; respondió él.;;Bien; pero estoy un poco cansado; respondió él.;;
39;Escribe la oración dictada.;;;;¿Me recibirás mañana si vengo?;¿Me recibirás mañana si vengo?;;;;;;;;;
39;Escribe la oración dictada.;;;;¿Cómo lo has pasado en la fiesta Joaquín?;¿Cómo lo has pasado en la fiesta Joaquín?;;;;;;;;;
39;Escribe la oración dictada.;;;;Mi nombre es Flor; pero me dicen Florcita.;Mi nombre es Flor;;Mi nombre es Flor; pero me dicen Florcita.;;;;;
39;Escribe la oración dictada.;;;;Adentro podía leerse; bienvenidos a la casa  Rodríguez Muñoz.;Adentro podía leerse;;Adentro podía leerse; bienvenidos a la casa  Rodríguez Muñoz.;;;;;
39;Escribe la oración dictada.;;;;Joaquín quiso entrar; por lo que se detuvo y bajó de la bicicleta.;Joaquín quiso entrar;;Joaquín quiso entrar; por lo que se detuvo y bajó de la bicicleta.;;;;;
39;Escribe la oración dictada.;;;;Ese día; mientras merodeaba; vio que en una casa se celebraba una fiesta.; mientras merodeaba; vio que en una casa se celebraba una fiesta.;;Ese día; mientras merodeaba; vio que en una casa se celebraba una fiesta.;;
39;Escribe la oración dictada.;;;;Un día de primavera Joaquín salió a conducir su bicicleta.;Un día de primavera Joaquín salió a conducir su bicicleta.;;;;;;;;;
39;Escribe la oración dictada.;;;;Yo también; me gustaría dormir  tener tranquilidad y paz.;Yo también;;Yo también; me gustaría dormir  tener tranquilidad y paz.;;;;;
39;Escribe la oración dictada.;;;; Le encantaba atreverse a entrar en casas desconocidas.; Le encantaba atreverse a entrar en casas desconocidas.;;;;;;;;;
39;Escribe la oración dictada.;;;;Él no quiso jugar con el niño.;Él no quiso jugar con el niño.;;;;;;;;;
39;Escribe la oración dictada.;;;;Si tú me dices que sí; podremos salir esta noche.;Si tú me dices que sí;;Si tú me dices que sí; podremos salir esta noche.;;;;;
39;Escribe la oración dictada.;;;;Lo veré más seguido; mas no quiero aburrirme de él.;Lo veré más seguido;;Lo veré más seguido; mas no quiero aburrirme de él.;;;;;
39;Escribe la oración dictada.;;;;Te advierto que la taza de té está muy caliente.;Te advierto que la taza de té está muy caliente.;;;;;;;;;
39;Escribe la oración dictada.;;;;Yo sé que Luis no se porta bien.;Yo sé que Luis no se porta bien.;;;;;;;;;
39;Escribe la oración dictada.;;;;Mi mamá necesita que le dé un abrazo.;Mi mamá necesita que le dé un abrazo.;;;;;;;;;
39;Escribe la oración dictada.;;;;&Mi& mamá es muy especial para mí.;&Mi& mamá es muy especial para mí.;;;;;;;;;
39;Escribe la oración dictada.;;;;Él hizo todo por tu amiga.;Él hizo todo por tu amiga.;;;;;;;;;
39;Escribe la oración dictada.;;;;No sé nada de mi prima que se fue de la casa.;No sé nada de mi prima que se fue de la casa.;;;;;;;;;
39;Escribe la oración dictada.;;;;Quiero que tú vayas con tu amiga.;Quiero que tú vayas con tu amiga.;;;;;;;;;
39;Escribe la oración dictada.;;;;El policía saludo a mi hermano pequeño. ;El policía saludo a mi hermano pequeño. ;;;;;;;;;
39;Escribe la oración dictada.;;;;Bailaría contigo pero no sé bailar. ;Bailaría contigo pero no sé bailar. ;;;;;;;;;
39;Escribe la oración dictada.;;;;Mi tío Raúl nos visitará el fin de semana. ;Mi tío Raúl nos visitará el fin de semana. ;;;;;;;;;
39;Escribe la oración dictada.;;;;Raúl tomo mi mano y me invito a bailar.;Raúl tomo mi mano y me invito a bailar.;;;;;;;;;
39;Escribe la oración dictada.;;;;La carnicería tiene un olor extraño.;La carnicería tiene un olor extraño.;;;;;;;;;
39;Escribe la oración dictada.;;;;Al fin se pudieron reunir; Andrea y María estaban felices. ;Al fin se pudieron reunir;;Al fin se pudieron reunir; Andrea y María estaban felices. ;;;;;
39;Escribe la oración dictada.;;;;¿Quieres ir al cine el miércoles?;¿Quieres ir al cine el miércoles?;;;;;;;;;
39;Escribe la oración dictada.;;;;Me comería un trozo de pastel. ;Me comería un trozo de pastel. ;;;;;;;;;
39;Escribe la oración dictada.;;;;Todos reían cuando Andrea.;Todos reían cuando Andrea.;;;;;;;;;
39;Escribe la oración dictada.;;;;Carla tropezó con la raíz de ese árbol.;Carla tropezó con la raíz de ese árbol.;;;;;;;;;
40;Me gustaría contar una historia que  ___ presenciado desde mi ventana.;e;he;;he;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Desde que  tengo uso de razón; _______ vivido en estos barrios.;emos;hemos;;hemos;¿Cómo se escribe correctamente la palabra que falta en la oración?;Desde que  tengo uso de razón; hemos vivido en estos barrios.;;;;;;
40;Es por eso que no ___   _________ ganas de irme.;e tenido;he tenido;;he tenido;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Con el tiempo le he tomado cariño a este lugar y creo que nunca me ____.;hiré;iré;;iré;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Antes ______ un pequeño café bajo este edificio.;abía;había;;había;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;En los últimos años; con los cambios de edificación; _________ que demolerlo.;tubieron;tuvieron;;tuvieron;;En los últimos años; con los cambios de edificación; tuvieron que demolerlo.;;;;
40;En un principio; ___________ elegido otro departamento; pero finalmente nos decidimos por este.;havíamos;habíamos;;habíamos;;En un principio; habíamos elegido otro departamento; pero finalmente nos decidimos por este.;;;;
40;Desde que empecé a escribir; ______que elegir un lugar para hacerlo; y me decidí por esta habitación.;tube;tuve;;tuve;;Desde que empecé a escribir; tuve que elegir un lugar para hacerlo; y me decidí por esta habitación.;;;;
40;Es por es que desde ahí siempre __    ______ una vista privilegiada.;e tenido;he tenido;;he tenido;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Con los años ___  _____ recolectando historias que he observado desde ahí.;e ido;he ido;;he ido;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Una de esas historias ______ lugar en la plaza de enfrente y es la que les relataré a continuación.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Una mañana de abril; mientras ____a la cocina por una café; advertí una muchacha esperando en un banco.;iva;iba;;iba;;Una mañana de abril; mientras iba a la cocina por una café; advertí una muchacha esperando en un banco.;;;;
40;Mientras esperaba; buscaba atareadamente algo en una cartera roja que _____.;tenia;tenía;;tenía;¿Cómo se escribe correctamente la palabra que falta en la oración?;Mientras esperaba; buscaba atareadamente algo en una cartera roja que tenía.;;;;;;
40;La muchacha ___sacando todos los objetos de la cartera y los __ dejando en el banco.;iva-iva;iba-iba;;iba-iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;De pronto; contestó una llamada y dijo - no te preocupes; yo____ -y desapareció repentinamente.;boy;voy;;voy;;De pronto; contestó una llamada y dijo - no te preocupes; yo voy-y desapareció repentinamente.;;;;
40;Más tarde; apareció otro joven; que ____ toda la pinta de ser estudiante.;tenia;tenía;;tenía;;Más tarde; apareció otro joven; que teniatoda la pinta de ser estudiante.;;;;
40;El muchacho parecía ___apurado a la universidad.;hiré;ir;;ir;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Sin embargo nadie ___ tan apurado por la vida.;ba;va;;va;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;El joven _____ que detener su marcha al advertir la agenda.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Luego que ______ mirado para ambos lados de la plaza; decidió sentarse a esperar por si aparecía el dueña de la agenda.;huvo;hubo;;hubo;¿Cómo se escribe correctamente la palabra que falta en la oración?;Luego que hubo mirado para ambos lados de la plaza; decidió sentarse a esperar por si aparecía el dueña de la agenda.;;;;;;
40;Pronto apareció una pareja de ancianos y el joven les preguntó:¿ustedes __________ estado sentados acá?;havéis;habéis ;;habéis ;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;No joven. Durante el día; solo ____estado sentada una muchacha.;a;ha;;ha;¿Cómo se escribe correctamente la palabra que falta en la oración?;No joven. Durante el día; solo ha estado sentada una muchacha.;;;;;;
40;____ a esperarla; dijo el muchacho.;voi;voy;;voy;¿Cómo se escribe correctamente la palabra que falta en la oración?;Voya esperarla; dijo el muchacho.;;;;;;
40;________ pasado ya varios minutos; cuando un adolescente se acercó a la plaza.;havían;habían;;habían;¿Cómo se escribe correctamente la palabra que falta en la oración?;habían pasado ya varios minutos; cuando un adolescente se acercó a la plaza.;;;;;;
40;El joven volvió a preguntar -¿tú ____ dejado una agenda?;as;has;;has;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;No; pero creo que hace un rato ______ unas personas acá y emprendió su marcha.;havían;habían;;habían;¿Cómo se escribe correctamente la palabra que falta en la oración?;No; pero creo que hace un rato habían unas personas acá y emprendió su marcha.;;;;;;
40;El joven decidió que  _____ a esperar un rato más y se quedó en el banco.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Pronto se dio cuenta eso sí; que tarde o temprano _____ a tener que irse a la universidad.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;Pronto se dio cuenta eso sí; que tarde o temprano iba a tener que irse a la universidad.;;;;;;
40;Decidió escribir una nota que decía; ¿_______ perdido una agenda? Vuelvo a las 18:00 y te la entrego.;abrás;habrás;;habrás;¿Cómo se escribe correctamente la palabra que falta en la oración?;Decidió escribir una nota que decía; ¿habrás perdido una agenda? Vuelvo a las 18:00 y te la entrego.;;;;;;
40;El muchacho guardó la agenda y  se ___   raudamente.;fue;fue;;fue;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Mientras tanto me levanté de mi escritorio y  ____a preparar un café.;fui;fui;;fui;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;El día pasó lento; ya que _____ que preparar un entrega con mi editor.;abía;había;;había;¿Cómo se escribe correctamente la palabra que falta en la oración?;El día pasó lento; ya que había que preparar un entrega con mi editor.;;;;;;
40;Sin embargo; no podía concentrarme ya que quería saber como ____ a terminar la historia de la agenda.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;Sin embargo; no podía concentrarme ya que quería saber como iba a terminar la historia de la agenda.;;;;;;
40;No podía dejar de pensar en la suerte que ____ la muchacha.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Muchas personas ____perdido el hábito de devolver las cosas.;an;han;;han;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;________ pasado unas cuatro horas; cuando la muchacha regresó.;abrán;habrán;;habrán;¿Cómo se escribe correctamente la palabra que falta en la oración?;Habrán pasado unas cuatro horas; cuando la muchacha regresó.;;;;;;
40;Cuando leyó la nota y supo que el muchacho ____ a volver en la tarde; se sentó dubitativa.;iva; iba;; iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;Cuando leyó la nota y supo que el muchacho iba a volver en la tarde; se sentó dubitativa.;;;;;;
40;Decidió escribir otra nota donde decía; no puedo estar a las 18:00; _______ que ver otra forma de que me la entregaras.;abría;habría;;habría;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;
40;En la tarde; cuando el muchacho se encontró con la nota; la respondión con otra. Anota a que hora _______ tiempo mañana.;tendrás;tendrás;;tendrás;;En la tarde; cuando el muchacho se encontró con la nota; la respondión con otra. Anota a que hora tendrás tiempo mañana.;;;;
40;Al día siguiente cuando la muchacha _____leído la nota; resolvió dejar una lógica respuesta.;ubo;hubo;;hubo;¿Cómo se escribe correctamente la palabra que falta en la oración?;Al día siguiente cuando la muchacha hubo leído la nota; resolvió dejar una lógica respuesta.;;;;;;
40;__________ la amabilidad de dejar la agenda en la conserjería que está al frente?;tendrias;tendrías;;tendrías;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;La muchacha agregó. Así _________resuelto el problema.;abremos;habremos;;habremos;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
40;Al regresar el muchacho; ya casi decepcionado; escribió de vuelta. ¿______ una posibilidad de que fuera mañana a las 9? ;abría;habría;;habría;;Al regresar el muchacho; ya casi decepcionado; escribió de vuelta. ¿habría una posibilidad de que fuera mañana a las 9? ;;;;
40;Al día siguiente el joven _____ que madrugar; pero le entregó la agenda a la niña.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;Al día siguiente el joven tuvo que madrugar; pero le entregó la agenda a la niña.;;;;;;
40;Por fin la historia se _____ solucionado.;abía;había;;había;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
41;;Tiempo atrás; sucedió una historia digna de ser contada.;Tiempo atrás sucedió; una historia digna de ser contada.;Tiempo atrás; sucedió;Tiempo atrás; sucedió una historia digna de ser contada.;Selecciona la oración que presenta un correcto uso de la coma.;;;;;
41;;Esta es la historia; por lo tanto; de un bombero llamado David Bravo Jorquera.;Esta es la historia por lo tanto; de un bombero llamado David Bravo Jorquera.;Esta es la historia;Esta es la historia; por lo tanto; de un bombero llamado David Bravo Jorquera.;Selecciona la oración que presenta un correcto uso de la coma.;;;;
41;;En primer lugar; debemos empezar presentando al bombero en cuestión.;En primer; lugar debemos empezar presentando al bombero en cuestión.;En primer lugar debemos; empezar presentando al bombero en cuestión.; debemos empezar presentando al bombero en cuestión.;Selecciona la oración que presenta un correcto uso de la coma.;;;;;;
41;;Si bien; David  lleva 9 años como bombero; esta no es la primera vez que salva la vida de un animal.;Si bien David;  lleva 9 años como bombero; esta no es la primera vez que salva la vida de un animal.; esta no es la primera vez que salva la vida de un animal.;Si bien; David  lleva 9 años como bombero; esta no es la primera vez que salva la vida de un animal.;Selecciona la oración que presenta un correcto uso de la coma.;;;
41;;Hace tiempo; junto a sus compañeros; rescató a 12 gallinas de un segundo piso.;Hace tiempo junto; a sus compañeros; rescató a 12 gallinas de un segundo piso.; rescató a 12 gallinas de un segundo piso.;Hace tiempo; junto a sus compañeros; rescató a 12 gallinas de un segundo piso.;Selecciona la oración que presenta un correcto uso de la coma.;;;
41;;Otra vez; logró rescatar a un perro boxer de un balcón.;Otra vez logró; rescatar a un perro boxer de un balcón.;Otra vez logró rescatar; a un perro boxer de un balcón.; logró rescatar a un perro boxer de un balcón.;Selecciona la oración que presenta un correcto uso de la coma.;;;;;;
41;;Este voluntario de bomberos; también; es un amante de los animales.;Este voluntario de bomberos; también es un amante de los animales.;Este voluntario de bomberos también;Este voluntario de bomberos; también; es un amante de los animales.;Selecciona la oración que presenta un correcto uso de la coma.;;;;
41;;No se dio cuenta; mientras; era grabado auxiliando a un perro de una muerte segura.;No se dio cuenta mientras; era grabado auxiliando a un perro de una muerte segura.;No se dio cuenta;No se dio cuenta; mientras; era grabado auxiliando a un perro de una muerte segura.;Selecciona la oración que presenta un correcto uso de la coma.;;;;
41;;Yo pertenezco a una unidad de rescate; no obstante; nuestra prioriadad es salvar tanto vidas humanas como animales-declaró.;Yo pertenezco a una unidad de rescate  no obstante; nuestra prioriadad es salvar tanto vidas humanas como animales-declaró.;Yo pertenezco a una unidad de rescate;Yo pertenezco a una unidad de rescate; no obstante; nuestra prioriadad es salvar tanto vidas humanas como animales-declaró.;Selecciona la oración que presenta un correcto uso de la coma.;;;;
41;;Después de; salvar las vidas se salvan los bienes-concluyó.;Después; de salvar las vidas se salvan los bienes-concluyó.;Después de salvar las vidas; se salvan los bienes-concluyó.; salvar las vidas se salvan los bienes-concluyó.;Selecciona la oración que presenta un correcto uso de la coma.;;;;;;
41;;Simultáneamente; al ingresar al living vio a la perra  tirada en el piso.;Simultáneamente al ingresar; al living vio a la perra  tirada en el piso.;Simultáneamente al; ingresar al living vio a la perra  tirada en el piso.; al ingresar al living vio a la perra  tirada en el piso.;Selecciona la oración que presenta un correcto uso de la coma.;;;;;;
41;;Estaba casi muerta ya que; apenas respiraba.;Estaba casi muerta; ya que; apenas respiraba.;Estaba casi muerta ya que;Estaba casi muerta ya que; apenas respiraba.;Selecciona la oración que presenta un correcto uso de la coma.;;;;;
41;;Mientras tanto; la tomó; la sacó y empezó con las maniobras de reanimación.;Mientras tanto la tomó; la sacó y empezó con las maniobras de reanimación.;Mientras; la tomó la sacó y empezó con las maniobras de reanimación.;Mientras tanto; la tomó; la sacó y empezó con las maniobras de reanimación.;Selecciona la oración que presenta un correcto uso de la coma.;;;
41;;El bombero no dudó en realizarle respiración boca a hocico  pues; no pensó que lo pudiera morder.;El bombero no dudó en realizarle respiración boca a hocico; pues; no pensó que lo pudiera morder.;El bombero no dudó en realizarle respiración boca a hocico pues;El bombero no dudó en realizarle respiración boca a hocico  pues; no pensó que lo pudiera morder.;Selecciona la oración que presenta un correcto uso de la coma.;;;;;
41;;La rápida acción del voluntario tuvo resultado; incluso; se popularizó en las redes sociales.;La rápida acción del voluntario tuvo resultado incluso; se popularizó en las redes sociales.;La rápida acción del voluntario tuvo resultado;La rápida acción del voluntario tuvo resultado; incluso; se popularizó en las redes sociales.;Selecciona la oración que presenta un correcto uso de la coma.;;;;
41;;Al mismo tiempo que revivía a la perrita; era filmado por el celular de alguien.;Al mismo tiempo; que revivía a la perrita; era filmado por el celular de alguien.;Al mismo tiempo que; era filmado por el celular de alguien.;Al mismo tiempo que revivía a la perrita; era filmado por el celular de alguien.;Selecciona la oración que presenta un correcto uso de la coma.;;;;
41;;Estuvo alrededor de 5 minutos reanimándola; hasta que reaccionó.;Estuvo alrededor de 5 minutos reanimándola hasta que; reaccionó.;Estuvo alrededor de 5 minutos reanimándola; hasta que;Estuvo alrededor de 5 minutos reanimándola; hasta que reaccionó.;Selecciona la oración que presenta un correcto uso de la coma.;;;;;
41;;Una vecina se quedó con la perra; mientras ; David Bravo volvía a ayudar a sus compañeros.;Una vecina se quedó con la perra; mientras David Bravo volvía a ayudar a sus compañeros.;Una vecina se quedó con la perra  mientras;Una vecina se quedó con la perra; mientras ; David Bravo volvía a ayudar a sus compañeros.;Selecciona la oración que presenta un correcto uso de la coma.;;;;
41;;El bombero continuó con su labor al fin y al cabo; tenía que seguir salvando vidas.;El bombero continuó con su labor; al fin y al cabo tenía que seguir salvando vidas.;El bombero continuó con su labor; al fin y al cabo;El bombero continuó con su labor al fin y al cabo; tenía que seguir salvando vidas.;Selecciona la oración que presenta un correcto uso de la coma.;;;;;
41;;Sin embargo David Bravo; dice no haber visto a la perra más.;Sin embargo David Bravo dice no haber visto a la perra más.;Sin embargo; David Bravo dice no haber visto a la perra más.;Sin embargo David Bravo;Selecciona la oración que presenta un correcto uso de la coma.;;;;;;;
41;;Unos vecinos en cambio; dijeron haberla visto después corriendo por ahí.;Unos vecinos en cambio; dijeron haberla visto después corriendo por ahí.;Unos vecinos; en cambio;Unos vecinos en cambio; dijeron haberla visto después corriendo por ahí.;Selecciona la oración que presenta un correcto uso de la coma.;;;;;
41;;De todas formas; es curioso que el héroe de la historia no haya sabido más de la perra.;De todas formas es curioso que el héroe de la historia no haya sabido más de la perra.;De todas formas es curioso;  que el héroe de la historia no haya sabido más de la perra.;De todas formas;Selecciona la oración que presenta un correcto uso de la coma.;;;;;;;
41;;Actualmente David; sigue abrumado y emocionado por las imágenes del video que vio después.;Actualmente David sigue abrumado y emocionado por las imágenes del video que vio después.;Actualmente; David sigue abrumado y emocionado por las imágenes del video que vio después.;Actualmente David;Selecciona la oración que presenta un correcto uso de la coma.;;;;;;;
41;;Además; ha recibido una innumerable cantidad de llamados y mensajes.;Además ha recibido una innumerable cantidad de llamados y mensajes.;Además ha recibido; una innumerable cantidad de llamados y mensajes.;Además;Selecciona la oración que presenta un correcto uso de la coma.;;;;;;;
