id;Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;Feedback
1735;37;;café;púa;música;púa;Selecciona la palabra que presenta acento dierético.;;La palabra púa tiene acento diéretico
1736;37;;geografía;jarrón;árboles;geografía;Selecciona la palabra que presenta acento dierético.;;La palabra geografía tiene acento diéretico
1737;37;;dúo;ojalá;cucharón;dúo;Selecciona la palabra que presenta acento dierético.;;La palabra dúo tiene acento diéretico
1738;37;;todavía;volantín;jardín;todavía;Selecciona la palabra que presenta acento dierético.;;La palabra todavía tiene acento diéretico
1739;37;;baúl;relámpago;rápido;baúl;Selecciona la palabra que presenta acento dierético.;;La palabra baúl tiene acento diéretico
1740;37;;perdía;número;dominó;perdía;Selecciona la palabra que presenta acento dierético.;;La palabra perdía tiene acento diéretico
1741;37;;país;teléfono;móvil;país;Selecciona la palabra que presenta acento dierético.;;La palabra país tiene acento diéretico
1742;37;;aéreo;ángel;esdrújula;aéreo;Selecciona la palabra que presenta acento dierético.;;La palabra aéreo tiene acento diéretico
1743;37;;raíz;débil;comunicación;raíz;Selecciona la palabra que presenta acento dierético.;;La palabra raíz tiene acento diéretico
1744;37;;geometría;línea;Sepúlveda;geometría;Selecciona la palabra que presenta acento dierético.;;La palabra geometría tiene acento diéretico
1745;37;;alegría;Joaquín;Hernán;alegría;Selecciona la palabra que presenta acento dierético.;;La palabra alegría tiene acento diéretico
1746;37;;médico;continúa;árbol;continúa;Selecciona la palabra que presenta acento dierético.;;La palabra continúa tiene acento diéretico
1747;37;;celebraría;dramático;algún;celebraría;Selecciona la palabra que presenta acento dierético.;;La palabra celebraría tiene acento diéretico
1748;37;;reían;Verónica;Concepción;reían;Selecciona la palabra que presenta acento dierético.;;La palabra reían tiene acento diéretico
1749;37;;ponía;jamás;pájaros;ponía;Selecciona la palabra que presenta acento dierético.;;La palabra ponía tiene acento diéretico
1750;38;El Millalobo, astuto y versátil, toma la fisionomía de la persona que se refleja. &n El Millalobo astuto y versátil, toma la fisionomía de la persona que se refleja. &nEl Millalobo, astuto y versátil toma la fisionomía de la persona que se refleja.;1;2;3;1;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 1: El Millalobo, astuto y versátil, toma la fisionomía de la persona que se refleja. 
1751;38;Esa habilidad, de cambiar rápidamente, es producida por un encantamiento. &n Esa habilidad de cambiar rápidamente, es producida por un encantamiento. &n Esa habilidad, de cambiar rápidamente es producida por un encantamiento.;1;2;3;1;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 1: Esa habilidad, de cambiar rápidamente, es producida por un encantamiento. 
1752;38;Cuando las personas lo ven, por andar desprevenidas, se las lleva al fondo del mar. &nCuando las personas lo ven, por andar desprevenidas se las lleva al fondo del mar.&nCuando las personas lo ven por andar desprevenidas, se las lleva al fondo del mar.;1;2;3;1;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 1: Cuando las personas lo ven, por andar desprevenidas, se las lleva al fondo del mar. 
1753;38;El Millalobo al poder modificar su rostro, rápida y mágicamente, es muy temido. &nEl Millalobo al poder modificar su rostro rápida y mágicamente, es muy temido. &nEl Millalobo al poder modificar su rostro, rápida y mágicamente es muy temido.;1;2;3;1;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 1: El Millalobo al poder modificar su rostro, rápida y mágicamente, es muy temido. 
1754;38;Este ser mitológico, al habitar en esa zona, es típicamente cucaino.&nEste ser mitológico al habitar en esa zona, es típicamente cucaino.&nEste ser mitológico, al habitar en esa zona es típicamente cucaino.;1;2;3;2;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 2: Este ser mitológico al habitar en esa zona, es típicamente cucaino.
1755;38;Es por tanto el Millalobo, indudablemente, uno de los personajes más importantes de la mitología chilota.&nEs por tanto el Millalobo indudablemente, uno de los personajes más importantes de la mitología chilota.&nEs por tanto el Millalobo, indudablemente uno de los personajes más importantes de la mitología chilota.;1;2;3;1;Selecciona la oración que presenta un correcto uso de la coma.;;el correcto uso de la coma se aprecia en la opción 1: Es por tanto el Millalobo, indudablemente, uno de los personajes más importantes de la mitología chilota.
1756;39;Escribe la oración dictada.;;;;A Joaquín le gustaba analizar las casas, la gente y los autos.;A Joaquín le gustaba analizar las casas, la gente y los autos.;;A Joaquín le gustaba analizar las casas, la gente y los autos.
1757;39;Escribe la oración dictada.;;;;Decidió acercarse a la niña para hacerse su amigo.;Decidió acercarse a la niña para hacerse su amigo.;;Decidió acercarse a la niña para hacerse su amigo.
1758;39;Escribe la oración dictada.;;;;Joaquín quiso entrar, por lo que se detuvo y bajó de la bicicleta.;Joaquín quiso entrar, por lo que se detuvo y bajó de la bicicleta.;;Joaquín quiso entrar, por lo que se detuvo y bajó de la bicicleta.
1759;39;Escribe la oración dictada.;;;;Solo una canción, siento mucho cansancio, agregó la niña.;Solo una canción, siento mucho cansancio, agregó la niña.;;Solo una canción, siento mucho cansancio, agregó la niña.
1760;39;Escribe la oración dictada.;;;;La abuelita le mostró la mesa con refrescos y lo persuadió para que tomara uno.;La abuelita le mostró la mesa con refrescos y lo persuadió para que tomara uno.;;La abuelita le mostró la mesa con refrescos y lo persuadió para que tomara uno.
1761;39;Escribe la oración dictada.;;;;Bien, pero estoy un poco cansado, respondió él.;Bien, pero estoy un poco cansado, respondió él.;;Bien, pero estoy un poco cansado, respondió él.
1762;39;Escribe la oración dictada.;;;;¿Me recibirás mañana si vengo?;¿Me recibirás mañana si vengo?;;¿Me recibirás mañana si vengo?
1763;39;Escribe la oración dictada.;;;;¿Cómo lo has pasado en la fiesta Joaquín?;¿Cómo lo has pasado en la fiesta Joaquín?;;¿Cómo lo has pasado en la fiesta Joaquín?
1764;39;Escribe la oración dictada.;;;;Mi nombre es Flor, pero me dicen Florcita.;Mi nombre es Flor, pero me dicen Florcita.;;Mi nombre es Flor, pero me dicen Florcita.
1765;39;Escribe la oración dictada.;;;;Adentro podía leerse, bienvenidos a la casa  Rodríguez Muñoz.;Adentro podía leerse, bienvenidos a la casa  Rodríguez Muñoz.;;Adentro podía leerse, bienvenidos a la casa  Rodríguez Muñoz.
1766;39;Escribe la oración dictada.;;;;Joaquín quiso entrar, por lo que se detuvo y bajó de la bicicleta.;Joaquín quiso entrar, por lo que se detuvo y bajó de la bicicleta.;;Joaquín quiso entrar, por lo que se detuvo y bajó de la bicicleta.
1767;39;Escribe la oración dictada.;;;;Ese día, mientras merodeaba, vio que en una casa se celebraba una fiesta.;Ese día, mientras merodeaba, vio que en una casa se celebraba una fiesta.;;Ese día, mientras merodeaba, vio que en una casa se celebraba una fiesta.
1768;39;Escribe la oración dictada.;;;;Un día de primavera Joaquín salió a conducir su bicicleta.;Un día de primavera Joaquín salió a conducir su bicicleta.;;Un día de primavera Joaquín salió a conducir su bicicleta.
1769;39;Escribe la oración dictada.;;;;Yo también, me gustaría dormir  tener tranquilidad y paz.;Yo también, me gustaría dormir  tener tranquilidad y paz.;;Yo también, me gustaría dormir  tener tranquilidad y paz.
1770;39;Escribe la oración dictada.;;;; Le encantaba atreverse a entrar en casas desconocidas.; Le encantaba atreverse a entrar en casas desconocidas.;; Le encantaba atreverse a entrar en casas desconocidas.
1771;39;Escribe la oración dictada.;;;;Él no quiso jugar con el niño.;Él no quiso jugar con el niño.;;Él no quiso jugar con el niño.
1772;39;Escribe la oración dictada.;;;;Si tú me dices que sí, podremos salir esta noche.;Si tú me dices que sí, podremos salir esta noche.;;Si tú me dices que sí, podremos salir esta noche.
1773;39;Escribe la oración dictada.;;;;Lo veré más seguido, mas no quiero aburrirme de él.;Lo veré más seguido, mas no quiero aburrirme de él.;;Lo veré más seguido, mas no quiero aburrirme de él.
1774;39;Escribe la oración dictada.;;;;Te advierto que la taza de té está muy caliente.;Te advierto que la taza de té está muy caliente.;;Te advierto que la taza de té está muy caliente.
1775;39;Escribe la oración dictada.;;;;Yo sé que Luis no se porta bien.;Yo sé que Luis no se porta bien.;;Yo sé que Luis no se porta bien.
1776;39;Escribe la oración dictada.;;;;Mi mamá necesita que le dé un abrazo.;Mi mamá necesita que le dé un abrazo.;;Mi mamá necesita que le dé un abrazo.
1777;39;Escribe la oración dictada.;;;;&Mi& mamá es muy especial para mí.;&Mi& mamá es muy especial para mí.;;&Mi& mamá es muy especial para mí.
1778;39;Escribe la oración dictada.;;;;Él hizo todo por tu amiga.;Él hizo todo por tu amiga.;;Él hizo todo por tu amiga.
1779;39;Escribe la oración dictada.;;;;No sé nada de mi prima que se fue de la casa.;No sé nada de mi prima que se fue de la casa.;;No sé nada de mi prima que se fue de la casa.
1780;39;Escribe la oración dictada.;;;;Quiero que tú vayas con tu amiga.;Quiero que tú vayas con tu amiga.;;Quiero que tú vayas con tu amiga.
1781;39;Escribe la oración dictada.;;;;El policía saludo a mi hermano pequeño. ;El policía saludo a mi hermano pequeño. ;;El policía saludo a mi hermano pequeño. 
1782;39;Escribe la oración dictada.;;;;Bailaría contigo pero no sé bailar. ;Bailaría contigo pero no sé bailar. ;;Bailaría contigo pero no sé bailar. 
1783;39;Escribe la oración dictada.;;;;Mi tío Raúl nos visitará el fin de semana. ;Mi tío Raúl nos visitará el fin de semana. ;;Mi tío Raúl nos visitará el fin de semana. 
1784;39;Escribe la oración dictada.;;;;Raúl tomo mi mano y me invito a bailar.;Raúl tomo mi mano y me invito a bailar.;;Raúl tomo mi mano y me invito a bailar.
1785;39;Escribe la oración dictada.;;;;La carnicería tiene un olor extraño.;La carnicería tiene un olor extraño.;;La carnicería tiene un olor extraño.
1786;39;Escribe la oración dictada.;;;;Al fin se pudieron reunir, Andrea y María estaban felices. ;Al fin se pudieron reunir, Andrea y María estaban felices. ;;Al fin se pudieron reunir, Andrea y María estaban felices. 
1787;39;Escribe la oración dictada.;;;;¿Quieres ir al cine el miércoles?;¿Quieres ir al cine el miércoles?;;¿Quieres ir al cine el miércoles?
1788;39;Escribe la oración dictada.;;;;Me comería un trozo de pastel. ;Me comería un trozo de pastel. ;;Me comería un trozo de pastel. 
1789;39;Escribe la oración dictada.;;;;Todos reían cuando Andrea.;Todos reían cuando Andrea.;;Todos reían cuando Andrea.
1790;39;Escribe la oración dictada.;;;;Carla tropezó con la raíz de ese árbol.;Carla tropezó con la raíz de ese árbol.;;Carla tropezó con la raíz de ese árbol.
1791;40;Me gustaría contar una historia que  ___ presenciado desde mi ventana.;e;he;;he;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Me gustaría contar una historia que  he presenciado desde mi ventana.
1792;40;Desde que  tengo uso de razón, _______ vivido en estos barrios.;emos;hemos;;hemos;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Desde que  tengo uso de razón, hemos vivido en estos barrios.
1793;40;Es por eso que no ___   _________ ganas de irme.;e tenido;he tenido;;he tenido;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Es por eso que no he tenido ganas de irme.
1794;40;Con el tiempo le he tomado cariño a este lugar y creo que nunca me ____.;hiré;iré;;iré;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Con el tiempo le he tomado cariño a este lugar y creo que nunca me iré.
1795;40;Antes ______ un pequeño café bajo este edificio.;abía;había;;había;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Antes había un pequeño café bajo este edificio.
1796;40;En los últimos años, con los cambios de edificación, _________ que demolerlo.;tubieron;tuvieron;;tuvieron;¿Cómo se escribe correctamente la palabra que falta en la oración?;;En los últimos años, con los cambios de edificación, tuvieron que demolerlo.
1797;40;En un principio, ___________ elegido otro departamento, pero finalmente nos decidimos por este.;havíamos;habíamos;;habíamos;¿Cómo se escribe correctamente la palabra que falta en la oración?;;En un principio, habíamos elegido otro departamento, pero finalmente nos decidimos por este.
1798;40;Desde que empecé a escribir, ______que elegir un lugar para hacerlo, y me decidí por esta habitación.;tube;tuve;;tuve;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Desde que empecé a escribir, tuve que elegir un lugar para hacerlo, y me decidí por esta habitación.
1799;40;Es por es que desde ahí siempre __    ______ una vista privilegiada.;e tenido;he tenido;;he tenido;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Es por es que desde ahí siempre he tenido una vista privilegiada.
1800;40;Con los años ___  _____ recolectando historias que he observado desde ahí.;e ido;he ido;;he ido;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Con los años he ido recolectando historias que he observado desde ahí.
1801;40;Una de esas historias ______ lugar en la plaza de enfrente y es la que les relataré a continuación.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Una de esas historias tuvo lugar en la plaza de enfrente y es la que les relataré a continuación.
1802;40;Una mañana de abril, mientras ____a la cocina por una café, advertí una muchacha esperando en un banco.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Una mañana de abril, mientras iba a la cocina por una café, advertí una muchacha esperando en un banco.
1803;40;Mientras esperaba, buscaba atareadamente algo en una cartera roja que _____.;tenia;tenía;;tenía;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Mientras esperaba, buscaba atareadamente algo en una cartera roja que tenía.
1804;40;La muchacha ___sacando todos los objetos de la cartera y los __ dejando en el banco.;iva-iva;iba-iba;;iba-iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La muchacha  iba sacando todos los objetos de la cartera y losuba dejando en el banco.
1805;40;De pronto, contestó una llamada y dijo - no te preocupes, yo____ -y desapareció repentinamente.;boy;voy;;voy;¿Cómo se escribe correctamente la palabra que falta en la oración?;;De pronto, contestó una llamada y dijo - no te preocupes, yo voy-y desapareció repentinamente.
1806;40;Más tarde, apareció otro joven, que ____ toda la pinta de ser estudiante.;tenia;tenía;;tenía;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Más tarde, apareció otro joven, que teniatoda la pinta de ser estudiante.
1807;40;El muchacho parecía ___apurado a la universidad.;hiré;ir;;ir;¿Cómo se escribe correctamente la palabra que falta en la oración?;;El muchacho parecía venía apurado a la universidad.
1808;40;Sin embargo nadie ___ tan apurado por la vida.;ba;va;;va;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Sin embargo nadie vatan apurado por la vida.
1809;40;El joven _____ que detener su marcha al advertir la agenda.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;El joven tuvo que detener su marcha al advertir la agenda.
1810;40;Luego que ______ mirado para ambos lados de la plaza, decidió sentarse a esperar por si aparecía el dueña de la agenda.;huvo;hubo;;hubo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Luego que hubo mirado para ambos lados de la plaza, decidió sentarse a esperar por si aparecía el dueña de la agenda.
1811;40;Pronto apareció una pareja de ancianos y el joven les preguntó:¿ustedes __________ estado sentados acá?;havéis;habéis ;;habéis ;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Pronto apareció una pareja de ancianos y el joven les preguntó:¿ustedes habéis estado sentados acá?
1812;40;No joven. Durante el día, solo ____estado sentada una muchacha.;a;ha;;ha;¿Cómo se escribe correctamente la palabra que falta en la oración?;;No joven. Durante el día, solo ha estado sentada una muchacha.
1813;40;____ a esperarla, dijo el muchacho.;voi;voy;;voy;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Voya esperarla, dijo el muchacho.
1814;40;________ pasado ya varios minutos, cuando un adolescente se acercó a la plaza.;havían;habían;;habían;¿Cómo se escribe correctamente la palabra que falta en la oración?;;habían pasado ya varios minutos, cuando un adolescente se acercó a la plaza.
1815;40;El joven volvió a preguntar -¿tú ____ dejado una agenda?;as;has;;has;¿Cómo se escribe correctamente la palabra que falta en la oración?;;El joven volvió a preguntar -¿tú has dejado una agenda?
1816;40;No, pero creo que hace un rato ______ unas personas acá y emprendió su marcha.;havían;habían;;habían;¿Cómo se escribe correctamente la palabra que falta en la oración?;;No, pero creo que hace un rato habían unas personas acá y emprendió su marcha.
1817;40;El joven decidió que  _____ a esperar un rato más y se quedó en el banco.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;;El joven decidió que iba a esperar un rato más y se quedó en el banco.
1818;40;Pronto se dio cuenta eso sí, que tarde o temprano _____ a tener que irse a la universidad.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Pronto se dio cuenta eso sí, que tarde o temprano iba a tener que irse a la universidad.
1819;40;Decidió escribir una nota que decía, ¿_______ perdido una agenda? Vuelvo a las 18:00 y te la entrego.;abrás;habrás;;habrás;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Decidió escribir una nota que decía, ¿habrás perdido una agenda? Vuelvo a las 18:00 y te la entrego.
1820;40;El muchacho guardó la agenda y  se ___   raudamente.;fue;fue;;fue;¿Cómo se escribe correctamente la palabra que falta en la oración?;;El muchacho guardó la agenda y  se fue  raudamente.
1821;40;Mientras tanto me levanté de mi escritorio y  ____a preparar un café.;fui;fui;;fui;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Mientras tanto me levanté de mi escritorio y  fui a preparar un café.
1822;40;El día pasó lento, ya que _____ que preparar un entrega con mi editor.;abía;había;;había;¿Cómo se escribe correctamente la palabra que falta en la oración?;;El día pasó lento, ya que había que preparar un entrega con mi editor.
1823;40;Sin embargo, no podía concentrarme ya que quería saber como ____ a terminar la historia de la agenda.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Sin embargo, no podía concentrarme ya que quería saber como iba a terminar la historia de la agenda.
1824;40;No podía dejar de pensar en la suerte que ____ la muchacha.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;No podía dejar de pensar en la suerte que tuvo la muchacha.
1825;40;Muchas personas ____perdido el hábito de devolver las cosas.;an;han;;han;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Muchas personas han perdido el hábito de devolver las cosas.
1826;40;________ pasado unas cuatro horas, cuando la muchacha regresó.;abrán;habrán;;habrán;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Habrán pasado unas cuatro horas, cuando la muchacha regresó.
1827;40;Cuando leyó la nota y supo que el muchacho ____ a volver en la tarde, se sentó dubitativa.;iva; iba;; iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Cuando leyó la nota y supo que el muchacho iba a volver en la tarde, se sentó dubitativa.
1828;40;"Decidió escribir otra nota donde decía; no puedo estar a las 18:00, _______ que ver otra forma de que me la entregaras.";abría;habría;;habría;¿Cómo se escribe correctamente la palabra que falta en la oración?;;"Decidió escribir otra nota donde decía; no puedo estar a las 18:00, habría que ver otra forma de que me la entregaras."
1829;40;En la tarde, cuando el muchacho se encontró con la nota, la respondión con otra. Anota a que hora _______ tiempo mañana.;tendrás;tendrás;;tendrás;¿Cómo se escribe correctamente la palabra que falta en la oración?;;En la tarde, cuando el muchacho se encontró con la nota, la respondión con otra. Anota a que hora tendrás tiempo mañana.
1830;40;Al día siguiente cuando la muchacha _____leído la nota, resolvió dejar una lógica respuesta.;ubo;hubo;;hubo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Al día siguiente cuando la muchacha hubo leído la nota, resolvió dejar una lógica respuesta.
1831;40;__________ la amabilidad de dejar la agenda en la conserjería que está al frente?;tendrias;tendrías;;tendrías;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Tendrías la amabilidad de dejar la agenda en la conserjería que está al frente?
1832;40;La muchacha agregó. Así _________resuelto el problema.;abremos;habremos;;habremos;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La muchacha agregó. Así habremosresuelto el problema.
1833;40;Al regresar el muchacho, ya casi decepcionado, escribió de vuelta. ¿______ una posibilidad de que fuera mañana a las 9? ;abría;habría;;habría;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Al regresar el muchacho, ya casi decepcionado, escribió de vuelta. ¿habría una posibilidad de que fuera mañana a las 9? 
1834;40;Al día siguiente el joven _____ que madrugar, pero le entregó la agenda a la niña.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Al día siguiente el joven tuvo que madrugar, pero le entregó la agenda a la niña.
1835;40;Por fin la historia se _____ solucionado.;abía;había;;había;¿Cómo se escribe correctamente la palabra que falta en la oración?;;Por fin la historia se había solucionado.
1836;41;;Tiempo atrás, sucedió una historia digna de ser contada.;Tiempo atrás sucedió, una historia digna de ser contada.;Tiempo atrás, sucedió, una historia digna de ser contada.;Tiempo atrás, sucedió una historia digna de ser contada.;Selecciona la oración que presenta un correcto uso de la coma.;;
1837;41;;Esta es la historia, por lo tanto, de un bombero llamado David Bravo Jorquera.;Esta es la historia por lo tanto, de un bombero llamado David Bravo Jorquera.;Esta es la historia, por lo tanto de un bombero llamado David Bravo Jorquera.;Esta es la historia, por lo tanto, de un bombero llamado David Bravo Jorquera.;Selecciona la oración que presenta un correcto uso de la coma.;;
1838;41;;En primer lugar, debemos empezar presentando al bombero en cuestión.;En primer, lugar debemos empezar presentando al bombero en cuestión.;En primer lugar debemos, empezar presentando al bombero en cuestión.;En primer lugar, debemos empezar presentando al bombero en cuestión.;Selecciona la oración que presenta un correcto uso de la coma.;;
1839;41;;Si bien, David  lleva 9 años como bombero, esta no es la primera vez que salva la vida de un animal.;Si bien David,  lleva 9 años como bombero, esta no es la primera vez que salva la vida de un animal.;Si bien  David  lleva 9 años como bombero, esta no es la primera vez que salva la vida de un animal.;Si bien, David  lleva 9 años como bombero, esta no es la primera vez que salva la vida de un animal.;Selecciona la oración que presenta un correcto uso de la coma.;;
1840;41;;Hace tiempo, junto a sus compañeros, rescató a 12 gallinas de un segundo piso.;Hace tiempo junto, a sus compañeros, rescató a 12 gallinas de un segundo piso.;Hace tiempo  junto a sus compañeros, rescató a 12 gallinas de un segundo piso.;Hace tiempo, junto a sus compañeros, rescató a 12 gallinas de un segundo piso.;Selecciona la oración que presenta un correcto uso de la coma.;;
1841;41;;Otra vez, logró rescatar a un perro boxer de un balcón.;Otra vez logró, rescatar a un perro boxer de un balcón.;Otra vez logró rescatar, a un perro boxer de un balcón.;Otra vez, logró rescatar a un perro boxer de un balcón.;Selecciona la oración que presenta un correcto uso de la coma.;;
1842;41;;Este voluntario de bomberos, también, es un amante de los animales.;Este voluntario de bomberos, también es un amante de los animales.;Este voluntario de bomberos también, es un amante de los animales.;Este voluntario de bomberos, también, es un amante de los animales.;Selecciona la oración que presenta un correcto uso de la coma.;;
1843;41;;No se dio cuenta, mientras, era grabado auxiliando a un perro de una muerte segura.;No se dio cuenta mientras, era grabado auxiliando a un perro de una muerte segura.;No se dio cuenta, mientras era grabado auxiliando a un perro de una muerte segura.;No se dio cuenta, mientras, era grabado auxiliando a un perro de una muerte segura.;Selecciona la oración que presenta un correcto uso de la coma.;;
1844;41;;Yo pertenezco a una unidad de rescate, no obstante, nuestra prioriadad es salvar tanto vidas humanas como animales-declaró.;Yo pertenezco a una unidad de rescate  no obstante, nuestra prioriadad es salvar tanto vidas humanas como animales-declaró.;Yo pertenezco a una unidad de rescate, no obstante nuestra prioriadad es salvar tanto vidas humanas como animales-declaró.;Yo pertenezco a una unidad de rescate, no obstante, nuestra prioriadad es salvar tanto vidas humanas como animales-declaró.;Selecciona la oración que presenta un correcto uso de la coma.;;
1845;41;;Después de, salvar las vidas se salvan los bienes-concluyó.;Después, de salvar las vidas se salvan los bienes-concluyó.;Después de salvar las vidas, se salvan los bienes-concluyó.;Después de, salvar las vidas se salvan los bienes-concluyó.;Selecciona la oración que presenta un correcto uso de la coma.;;
1846;41;;Simultáneamente, al ingresar al living vio a la perra  tirada en el piso.;Simultáneamente al ingresar, al living vio a la perra  tirada en el piso.;Simultáneamente al, ingresar al living vio a la perra  tirada en el piso.;Simultáneamente, al ingresar al living vio a la perra  tirada en el piso.;Selecciona la oración que presenta un correcto uso de la coma.;;
1847;41;;Estaba casi muerta ya que, apenas respiraba.;Estaba casi muerta, ya que, apenas respiraba.;Estaba casi muerta ya que, apenas respiraba.;Estaba casi muerta ya que, apenas respiraba.;Selecciona la oración que presenta un correcto uso de la coma.;;
1848;41;;Mientras tanto, la tomó, la sacó y empezó con las maniobras de reanimación.;Mientras tanto la tomó, la sacó y empezó con las maniobras de reanimación.;Mientras, tanto, la tomó la sacó y empezó con las maniobras de reanimación.;Mientras tanto, la tomó, la sacó y empezó con las maniobras de reanimación.;Selecciona la oración que presenta un correcto uso de la coma.;;
1849;41;;El bombero no dudó en realizarle respiración boca a hocico  pues, no pensó que lo pudiera morder.;El bombero no dudó en realizarle respiración boca a hocico, pues, no pensó que lo pudiera morder.;El bombero no dudó en realizarle respiración boca a hocico pues, no pensó que lo pudiera morder.;El bombero no dudó en realizarle respiración boca a hocico  pues, no pensó que lo pudiera morder.;Selecciona la oración que presenta un correcto uso de la coma.;;
1850;41;;La rápida acción del voluntario tuvo resultado, incluso, se popularizó en las redes sociales.;La rápida acción del voluntario tuvo resultado incluso, se popularizó en las redes sociales.;La rápida acción del voluntario tuvo resultado, incluso se popularizó en las redes sociales.;La rápida acción del voluntario tuvo resultado, incluso, se popularizó en las redes sociales.;Selecciona la oración que presenta un correcto uso de la coma.;;
1851;41;;Al mismo tiempo que revivía a la perrita, era filmado por el celular de alguien.;Al mismo tiempo, que revivía a la perrita, era filmado por el celular de alguien.;Al mismo tiempo que, revivía a la perrita, era filmado por el celular de alguien.;Al mismo tiempo que revivía a la perrita, era filmado por el celular de alguien.;Selecciona la oración que presenta un correcto uso de la coma.;;
1852;41;;Estuvo alrededor de 5 minutos reanimándola, hasta que reaccionó.;Estuvo alrededor de 5 minutos reanimándola hasta que, reaccionó.;Estuvo alrededor de 5 minutos reanimándola, hasta que, reaccionó.;Estuvo alrededor de 5 minutos reanimándola, hasta que reaccionó.;Selecciona la oración que presenta un correcto uso de la coma.;;
1853;41;;Una vecina se quedó con la perra, mientras , David Bravo volvía a ayudar a sus compañeros.;Una vecina se quedó con la perra, mientras David Bravo volvía a ayudar a sus compañeros.;Una vecina se quedó con la perra  mientras, David Bravo volvía a ayudar a sus compañeros.;Una vecina se quedó con la perra, mientras , David Bravo volvía a ayudar a sus compañeros.;Selecciona la oración que presenta un correcto uso de la coma.;;
1854;41;;El bombero continuó con su labor al fin y al cabo, tenía que seguir salvando vidas.;El bombero continuó con su labor, al fin y al cabo tenía que seguir salvando vidas.;El bombero continuó con su labor, al fin y al cabo, tenía que seguir salvando vidas.;El bombero continuó con su labor al fin y al cabo, tenía que seguir salvando vidas.;Selecciona la oración que presenta un correcto uso de la coma.;;
1855;41;;Sin embargo David Bravo, dice no haber visto a la perra más.;Sin embargo David Bravo dice no haber visto a la perra más.;Sin embargo, David Bravo dice no haber visto a la perra más.;Sin embargo David Bravo, dice no haber visto a la perra más.;Selecciona la oración que presenta un correcto uso de la coma.;;
1856;41;;Unos vecinos en cambio, dijeron haberla visto después corriendo por ahí.;Unos vecinos en cambio, dijeron haberla visto después corriendo por ahí.;Unos vecinos, en cambio, dijeron haberla visto después corriendo por ahí.;Unos vecinos en cambio, dijeron haberla visto después corriendo por ahí.;Selecciona la oración que presenta un correcto uso de la coma.;;
1857;41;;De todas formas, es curioso que el héroe de la historia no haya sabido más de la perra.;De todas formas es curioso que el héroe de la historia no haya sabido más de la perra.;De todas formas es curioso,  que el héroe de la historia no haya sabido más de la perra.;De todas formas, es curioso que el héroe de la historia no haya sabido más de la perra.;Selecciona la oración que presenta un correcto uso de la coma.;;
1858;41;;Actualmente David, sigue abrumado y emocionado por las imágenes del video que vio después.;Actualmente David sigue abrumado y emocionado por las imágenes del video que vio después.;Actualmente, David sigue abrumado y emocionado por las imágenes del video que vio después.;Actualmente David, sigue abrumado y emocionado por las imágenes del video que vio después.;Selecciona la oración que presenta un correcto uso de la coma.;;
