Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen
37;;oído;atún;sábado;oído;Selecciona la palabra que presenta acento dierético.;
37;;árboles;jarrón;filosofía;filosofía;Selecciona la palabra que presenta acento dierético.;
37;;mía;círculo;teléfono;mía;Selecciona la palabra que presenta acento dierético.;
37;;océano;ilustración;México;océano;Selecciona la palabra que presenta acento dierético.;
37;;álbum;bailaría;jóven;bailaría;Selecciona la palabra que presenta acento dierético.;
37;;tío;orégano;fantástico;tío;Selecciona la palabra que presenta acento dierético.;
37;;Raúl;Óscar;Verónica;Raúl;Selecciona la palabra que presenta acento dierético.;
37;;país;automóvil;círculo;país;Selecciona la palabra que presenta acento dierético.;
37;;caída;multiplicación;división;caída;Selecciona la palabra que presenta acento dierético.;
37;;intrépido;fábula;países;países;Selecciona la palabra que presenta acento dierético.;
37;;escogería;avión;autobús;escogería;Selecciona la palabra que presenta acento dierético.;
37;;ataúd;jóvenes;exámenes;ataúd;Selecciona la palabra que presenta acento dierético.;
37;;hipopótamo;árboles;policía;policía;Selecciona la palabra que presenta acento dierético.;
37;;características;raíz;círculo;raíz;Selecciona la palabra que presenta acento dierético.;
37;;pilítica;maíz;más;maíz;Selecciona la palabra que presenta acento dierético.;
37;;fácil;ojalá;carnicería;carnicería;Selecciona la palabra que presenta acento dierético.;
37;;sabía;orégano;médico;sabía;Selecciona la palabra que presenta acento dierético.;
37;;poesía;micrófono;café;poesía;Selecciona la palabra que presenta acento dierético.;
37;;María;Andrés;átomo;María;Selecciona la palabra que presenta acento dierético.;
37;;café;púa;música;púa;Selecciona la palabra que presenta acento dierético.;
37;;geografía;jarrón;árboles;geografía;Selecciona la palabra que presenta acento dierético.;
37;;dúo;ojalá;cucharón;dúo;Selecciona la palabra que presenta acento dierético.;
37;;todavía;volantín;jardín;todavía;Selecciona la palabra que presenta acento dierético.;
37;;baúl;relámpago;rápido;baúl;Selecciona la palabra que presenta acento dierético.;
37;;perdía;número;dominó;perdía;Selecciona la palabra que presenta acento dierético.;
37;;país;teléfono;móvil;país;Selecciona la palabra que presenta acento dierético.;
37;;aéreo;ángel;esdrújula;aéreo;Selecciona la palabra que presenta acento dierético.;
37;;raíz;débil;comunicación;raíz;Selecciona la palabra que presenta acento dierético.;
37;;geometría;línea;Sepúlveda;geometría;Selecciona la palabra que presenta acento dierético.;
37;;alegría;Joaquín;Hernán;alegría;Selecciona la palabra que presenta acento dierético.;
37;;médico;continúa;árbol;continúa;Selecciona la palabra que presenta acento dierético.;
37;;celebraría;dramático;algún;celebraría;Selecciona la palabra que presenta acento dierético.;
37;;reían;Verónica;Concepción;reían;Selecciona la palabra que presenta acento dierético.;
37;;ponía;jamás;pájaros;ponía;Selecciona la palabra que presenta acento dierético.;
38;;El Millabo, habitante de las profundidades del mar, es un ser mitológico chilote.;El Millabo habitante de las profundidades del mar, es un ser mitológico chilote.;El Millabo, habitante de las profundidades del mar  es un ser mitológico chilote.;El Millabo, habitante de las profundidades del mar, es un ser mitológico chilote.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Esta criatura mitológica, fue concebida por una mujer y un lobo marino, bajo la protección del espíritu de las aguas.;Esta criatura mitológica fue concebida por una mujer y un lobo marino, bajo la protección del espíritu de las aguas.;Esta criatura mitológica, fue concebida por una mujer y un lobo marino bajo la protección del espíritu de las aguas.;Esta criatura mitológica, fue concebida por una mujer y un lobo marino, bajo la protección del espíritu de las aguas.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Tiene un peculiar aspecto, de rostro de hombre y pez, que asusta a quien lo ve.;Tiene un peculiar aspecto, de rostro de hombre y pez  que asusta a quien lo ve.;Tiene un peculiar aspecto de rostro de hombre y pez, que asusta a quien lo ve.;Tiene un peculiar aspecto, de rostro de hombre y pez, que asusta a quien lo ve.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Su extraño cuerpo, mitad hombre y mitad lobo marino, hace que confunda con un animal del mar.;Su extraño cuerpo, mitad hombre y mitad lobo marino hace que confunda con un animal del mar.;Su extraño cuerpo mitad hombre y mitad lobo marino, hace que confunda con un animal del mar.;Su extraño cuerpo, mitad hombre y mitad lobo marino, hace que confunda con un animal del mar.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Su pelaje, de un amarillo oscuro, es brillante y corto.;Su pelaje, de un amarillo oscuro es brillante y corto.;Su pelaje  de un amarillo oscuro, es brillante y corto.;Su pelaje, de un amarillo oscuro, es brillante y corto.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Su nombre proviene del veliche, milla de oro y lobo de lobo marino, lengua ancestral de esa zona.;Su nombre proviene del veliche milla de oro y lobo de lobo marino, lengua ancestral de esa zona.;Su nombre proviene del veliche, milla de oro y lobo de lobo marino lengua ancestral de esa zona.;Su nombre proviene del veliche, milla de oro y lobo de lobo marino, lengua ancestral de esa zona.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;El Millalobo, que habita preferentemente en el mar, suele introducirse en los ríos también.;El Millalobo que habita preferentemente en el mar, suele introducirse en los ríos también.;El Millalobo, que habita preferentemente en el mar suele introducirse en los ríos también.;El Millalobo, que habita preferentemente en el mar, suele introducirse en los ríos también.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Coicoi-vilu, espíritu de las aguas, lo invistió como amo y señor de los mares.;Coicoi-vilu, espíritu de las aguas lo invistió como amo y señor de los mares.;Coicoi-vilu espíritu de las aguas, lo invistió como amo y señor de los mares.;Coicoi-vilu, espíritu de las aguas, lo invistió como amo y señor de los mares.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;El Millalobo, jefe supremo, está en el nivel  jarárquico más alto del mar.;El Millalobo jefe supremo, está en el nivel  jarárquico más alto del mar.;El Millalobo, jefe supremo, está en el nivel  jarárquico más alto del mar.;El Millalobo, jefe supremo, está en el nivel  jarárquico más alto del mar.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Al ser dueño y señor, de gran poderío, delega sus funciones.;Al ser dueño y señor, de gran poderío delega sus funciones.;Al ser dueño y señor de gran poderío, delega sus funciones.;Al ser dueño y señor, de gran poderío, delega sus funciones.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Los otros miembros, habitantes del mar, deben cumplir los mandatos del Millalobo.;Los otros miembros  habitantes del mar, deben cumplir los mandatos del Millalobo.;Los otros miembros, habitantes del mar deben cumplir los mandatos del Millalobo.;Los otros miembros, habitantes del mar, deben cumplir los mandatos del Millalobo.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Los mandatos, consistentes en sembrar peces y mariscos, deben ser realizados prolijamente.;Los mandatos consistentes en sembrar peces y mariscos, deben ser realizados prolijamente.;Los mandatos, consistentes en sembrar peces y mariscos deben ser realizados prolijamente.;Los mandatos, consistentes en sembrar peces y mariscos, deben ser realizados prolijamente.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Los animales realizan tareas, como cuidar a otros  animales, que implican grandes responsabilidades.;Los animales realizan tareas como cuidar a otros  animales, que implican grandes responsabilidades.;Los animales realizan tareas, como cuidar a otros  animales que implican grandes responsabilidades.;Los animales realizan tareas, como cuidar a otros  animales, que implican grandes responsabilidades.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Bajo el mando del Millalobo, están otros seres, también mitológicos, que se rigen por él. ;Bajo el mando del Millalobo están otros seres, también mitológicos que se rigen por él. ;Bajo el mando del Millalobo, están otros seres también mitológicos, que se rigen por él. ;Bajo el mando del Millalobo, están otros seres, también mitológicos, que se rigen por él. ;Selecciona la oración que presenta un correcto uso de la coma.;
38;;El Millalobo equivale a, Neptuno o Poseidón, otros dioses de la mitología griega.;El Millalobo equivale a, Neptuno o Poseidón otros dioses de la mitología griega.;El Millalobo equivale a Neptuno o Poseidón, otros dioses de la mitología griega.;El Millalobo equivale a, Neptuno o Poseidón, otros dioses de la mitología griega.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Comparte su vida con la Huenchula, hija de una machi, con quién sale  a tomar el sol.;Comparte su vida con la Huenchula hija de una machi, con quién sale  a tomar el sol.;Comparte su vida con la Huenchula, hija de una machi con quién sale  a tomar el sol.;Comparte su vida con la Huenchula, hija de una machi, con quién sale  a tomar el sol.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;De la Huenchula y el Millalobo nacieron, la Pincoya, la Sirena y el Pincoy, otras criaturas mitológicas.;De la Huenchula y el Millalobo nacieron  la Pincoya, la Sirena y el Pincoy, otras criaturas mitológicas.;De la Huenchula y el Millalobo nacieron, la Pincoya, la Sirena y el Pincoy otras criaturas mitológicas.;De la Huenchula y el Millalobo nacieron, la Pincoya, la Sirena y el Pincoy, otras criaturas mitológicas.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;La hermosa Pincoya, de largos cabellos, sale de las profundidades del mar.;La hermosa Pincoya de largos cabellos, sale de las profundidades del mar.;La hermosa Pincoya, de largos cabellos sale de las profundidades del mar.;La hermosa Pincoya, de largos cabellos, sale de las profundidades del mar.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Trae un maravillo vestido, hecho de algas, con el que danza en la playa.;Trae un maravillo vestido hecho de algas, con el que danza en la playa.;Trae un maravillo vestido, hecho de algas con el que danza en la playa.;Trae un maravillo vestido, hecho de algas, con el que danza en la playa.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Cuando la Pincoya baila, inconfundible y certeramente, hacia el mar, habrá abundancia en la pesca.;Cuando la Pincoya baila inconfundible y certeramente, hacia el mar, habrá abundancia en la pesca.;Cuando la Pincoya baila, inconfundible y certeramente hacia el mar, habrá abundancia en la pesca.;Cuando la Pincoya baila, inconfundible y certeramente, hacia el mar, habrá abundancia en la pesca.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Cuando la Pincoya baila, risueña y coqueta, hacia la tierra habrá, escasez.;Cuando la Pincoya baila, risueña y coqueta hacia la tierra habrá, escasez.;Cuando la Pincoya baila risueña y coqueta, hacia la tierra habrá, escasez.;Cuando la Pincoya baila, risueña y coqueta, hacia la tierra habrá, escasez.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;La Sirena, la menor de todos, es mitad pez y mitad mujer.;La Sirena, la menor de todos es mitad pez y mitad mujer.;La Sirena la menor de todos, es mitad pez y mitad mujer.;La Sirena, la menor de todos, es mitad pez y mitad mujer.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Habita en las cercanías de la, inconfundible y hermosa isla, Laitec.;Habita en las cercanías de la inconfundible y hermosa, isla Laitec.;Habita en las cercanías de la, inconfundible y hermosa isla Laitec.;Habita en las cercanías de la, inconfundible y hermosa isla, Laitec.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Esta bella Sirena, en las noches de luna llena, es posible verla sentada en las rocas.;Esta bella Sirena en las noches de luna llena, es posible verla sentada en las rocas.;Esta bella Sirena en las noches de luna llena es posible verla sentada en las rocas.;Esta bella Sirena, en las noches de luna llena, es posible verla sentada en las rocas.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;También, en otras ocasiones, es posible verla nadando cerca de una embaración.;También, en otras ocasiones es posible verla nadando cerca de una embaración.;También en otras ocasiones es posible verla nadando cerca de una embaración.;También, en otras ocasiones, es posible verla nadando cerca de una embaración.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;El Pincoy, al igual que su padre, tiene cuerpo de lobo marino y rostro humano.;El Pincoy al igual que su padre, tiene cuerpo de lobo marino y rostro humano.;El Pincoy, al igual que su padre tiene cuerpo de lobo marino y rostro humano.;El Pincoy, al igual que su padre, tiene cuerpo de lobo marino y rostro humano.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;El hijo del Millalobo, admirador y enamoradizo, se acerca a observar a las mujeres. ;El hijo del Millalobo admirador y enamoradizo, se acerca a observar a las mujeres. ;El hijo del Millalobo, admirador y enamoradizo  se acerca a observar a las mujeres. ;El hijo del Millalobo, admirador y enamoradizo, se acerca a observar a las mujeres. ;Selecciona la oración que presenta un correcto uso de la coma.;
38;;En la isla de Alao, de una hermosa muchacha, nació un niño con cabeza de foca.;En la isla de Alao de una hermosa muchacha, nació un niño con cabeza de foca.;En la isla de Alao, de una hermosa muchacha nació un niño con cabeza de foca.;En la isla de Alao, de una hermosa muchacha, nació un niño con cabeza de foca.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Cuentan que el Pincoy, enamoradizo y entrador, es el padre de la criatura.;Cuentan que el Pincoy enamoradizo y entrador, es el padre de la criatura.;Cuentan que el Pincoy, enamoradizo y entrador es el padre de la criatura.;Cuentan que el Pincoy, enamoradizo y entrador, es el padre de la criatura.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Los hijos del Millalobo, protectores del reino marino, cuidan las criaturas del mar.;Los hijos del Millalobo protectores del reino marino, cuidan las criaturas del mar.;Los hijos del Millalobo, protectores del reino marino cuidan las criaturas del mar.;Los hijos del Millalobo, protectores del reino marino, cuidan las criaturas del mar.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;La Sirena y el Pincoy, la mayoría de las veces, salvan a los ahogados del caleuche.;La Sirena y el Pincoy, la mayoría de las veces salvan a los ahogados del caleuche.;La Sirena y el Pincoy la mayoría de las veces, salvan a los ahogados del caleuche.;La Sirena y el Pincoy, la mayoría de las veces, salvan a los ahogados del caleuche.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;El Millalobo, en la zona de Cucao, está muy presente en la vida chilota.;El Millalobo en la zona de Cucao, está muy presente en la vida chilota.;El Millalobo, en la zona de Cucao está muy presente en la vida chilota.;El Millalobo, en la zona de Cucao, está muy presente en la vida chilota.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Sin embargo nadie mira, detenida y pausadamente, su reflejo en el agua.;Sin embargo nadie mira detenida y pausadamente, su reflejo en el agua.;Sin embargo nadie mira, detenida y pausadamente su reflejo en el agua.;Sin embargo nadie mira, detenida y pausadamente, su reflejo en el agua.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Al mirar su rostro, los habitantes  chilotes, temen encontrarse con el Millalobo.;Al mirar su rostro los habitantes chilotes, temen encontrarse con el Millalobo.;Al mirar su rostro, los habitantes chilotes  temen encontrarse con el Millalobo.;Al mirar su rostro, los habitantes  chilotes, temen encontrarse con el Millalobo.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;El Millalobo, astuto y versátil, toma la fisionomía de la persona que se refleja.; El Millalobo astuto y versátil, toma la fisionomía de la persona que se refleja.;El Millalobo, astuto y versátil toma la fisionomía de la persona que se refleja.;El Millalobo, astuto y versátil, toma la fisionomía de la persona que se refleja.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Esa habilidad, de cambiar rápidamente, es producida por un encantamiento.;Esa habilidad de cambiar rápidamente, es producida por un encantamiento.;Esa habilidad, de cambiar rápidamente es producida por un encantamiento.;Esa habilidad, de cambiar rápidamente, es producida por un encantamiento.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Cuando las personas lo ven, por andar desprevenidas, se las lleva al fondo del mar.;Cuando las personas lo ven, por andar desprevenidas se las lleva al fondo del mar.;Cuando las personas lo ven por andar desprevenidas, se las lleva al fondo del mar.;Cuando las personas lo ven, por andar desprevenidas, se las lleva al fondo del mar.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;El Millalobo al poder modificar su rostro, rápida y mágicamente, es muy temido.;El Millalobo al poder modificar su rostro rápida y mágicamente, es muy temido.;El Millalobo al poder modificar su rostro, rápida y mágicamente es muy temido.;El Millalobo al poder modificar su rostro, rápida y mágicamente, es muy temido.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Este ser mitológico, al habitar en esa zona, es típicamente cucaino.;Este ser mitológico al habitar en esa zona, es típicamente cucaino.;Este ser mitológico, al habitar en esa zona es típicamente cucaino.;Este ser mitológico, al habitar en esa zona, es típicamente cucaino.;Selecciona la oración que presenta un correcto uso de la coma.;
38;;Es por tanto el Millalobo, indudablemente, uno de los personajes más importantes de la mitología chilota.;Es por tanto el Millalobo indudablemente, uno de los personajes más importantes de la mitología chilota.;Es por tanto el Millalobo, indudablemente uno de los personajes más importantes de la mitología chilota.;Es por tanto el Millalobo, indudablemente, uno de los personajes más importantes de la mitología chilota.;Selecciona la oración que presenta un correcto uso de la coma.;
39;Escribe la oración dictada.;;;;A Joaquín le gustaba analizar las casas, la gente y los autos.;A Joaquín le gustaba analizar las casas, la gente y los autos.;
39;Escribe la oración dictada.;;;;Decidió acercarse a la niña para hacerse su amigo.;Decidió acercarse a la niña para hacerse su amigo.;
39;Escribe la oración dictada.;;;;Joaquín quiso entrar, por lo que se detuvo y bajó de la bicicleta.;Joaquín quiso entrar, por lo que se detuvo y bajó de la bicicleta.;
39;Escribe la oración dictada.;;;;Solo una canción, siento mucho cansancio, agregó la niña.;Solo una canción, siento mucho cansancio, agregó la niña.;
39;Escribe la oración dictada.;;;;La abuelita le mostró la mesa con refrescos y lo persuadió para que tomara uno.;La abuelita le mostró la mesa con refrescos y lo persuadió para que tomara uno.;
39;Escribe la oración dictada.;;;;Bien, pero estoy un poco cansado, respondió él.;Bien, pero estoy un poco cansado, respondió él.;
39;Escribe la oración dictada.;;;;¿Me recibirás mañana si vengo?;¿Me recibirás mañana si vengo?;
39;Escribe la oración dictada.;;;;¿Cómo lo has pasado en la fiesta Joaquín?;¿Cómo lo has pasado en la fiesta Joaquín?;
39;Escribe la oración dictada.;;;;Mi nombre es Flor, pero me dicen Florcita.;Mi nombre es Flor, pero me dicen Florcita.;
39;Escribe la oración dictada.;;;;Adentro podía leerse, bienvenidos a la casa  Rodríguez Muñoz.;Adentro podía leerse, bienvenidos a la casa  Rodríguez Muñoz.;
39;Escribe la oración dictada.;;;;Joaquín quiso entrar, por lo que se detuvo y bajó de la bicicleta.;Joaquín quiso entrar, por lo que se detuvo y bajó de la bicicleta.;
39;Escribe la oración dictada.;;;;Ese día, mientras merodeaba, vio que en una casa se celebraba una fiesta.;Ese día, mientras merodeaba, vio que en una casa se celebraba una fiesta.;
39;Escribe la oración dictada.;;;;Un día de primavera Joaquín salió a conducir su bicicleta.;Un día de primavera Joaquín salió a conducir su bicicleta.;
39;Escribe la oración dictada.;;;;Yo también, me gustaría dormir  tener tranquilidad y paz.;Yo también, me gustaría dormir  tener tranquilidad y paz.;
39;Escribe la oración dictada.;;;; Le encantaba atreverse a entrar en casas desconocidas.; Le encantaba atreverse a entrar en casas desconocidas.;
39;Escribe la oración dictada.;;;;Él no quiso jugar con el niño.;Él no quiso jugar con el niño.;
39;Escribe la oración dictada.;;;;Si tú me dices que sí, podremos salir esta noche.;Si tú me dices que sí, podremos salir esta noche.;
39;Escribe la oración dictada.;;;;Lo veré más seguido, mas no quiero aburrirme de él.;Lo veré más seguido, mas no quiero aburrirme de él.;
39;Escribe la oración dictada.;;;;Te advierto que la taza de té está muy caliente.;Te advierto que la taza de té está muy caliente.;
39;Escribe la oración dictada.;;;;Yo sé que Luis no se porta bien.;Yo sé que Luis no se porta bien.;
39;Escribe la oración dictada.;;;;Mi mamá necesita que le dé un abrazo.;Mi mamá necesita que le dé un abrazo.;
39;Escribe la oración dictada.;;;;&Mi& mamá es muy especial para mí.;&Mi& mamá es muy especial para mí.;
39;Escribe la oración dictada.;;;;Él hizo todo por tu amiga.;Él hizo todo por tu amiga.;
39;Escribe la oración dictada.;;;;No sé nada de mi prima que se fue de la casa.;No sé nada de mi prima que se fue de la casa.;
39;Escribe la oración dictada.;;;;Quiero que tú vayas con tu amiga.;Quiero que tú vayas con tu amiga.;
39;Escribe la oración dictada.;;;;El policía saludo a mi hermano pequeño. ;El policía saludo a mi hermano pequeño. ;
39;Escribe la oración dictada.;;;;Bailaría contigo pero no sé bailar. ;Bailaría contigo pero no sé bailar. ;
39;Escribe la oración dictada.;;;;Mi tío Raúl nos visitará el fin de semana. ;Mi tío Raúl nos visitará el fin de semana. ;
39;Escribe la oración dictada.;;;;Raúl tomo mi mano y me invito a bailar.;Raúl tomo mi mano y me invito a bailar.;
39;Escribe la oración dictada.;;;;La carnicería tiene un olor extraño.;La carnicería tiene un olor extraño.;
39;Escribe la oración dictada.;;;;Al fin se pudieron reunir, Andrea y María estaban felices. ;Al fin se pudieron reunir, Andrea y María estaban felices. ;
39;Escribe la oración dictada.;;;;¿Quieres ir al cine el miércoles?;¿Quieres ir al cine el miércoles?;
39;Escribe la oración dictada.;;;;Me comería un trozo de pastel. ;Me comería un trozo de pastel. ;
39;Escribe la oración dictada.;;;;Todos reían cuando Andrea.;Todos reían cuando Andrea.;
39;Escribe la oración dictada.;;;;Carla tropezó con la raíz de ese árbol.;Carla tropezó con la raíz de ese árbol.;
40;Me gustaría contar una historia que  ___ presenciado desde mi ventana.;e;he;;he;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Desde que  tengo uso de razón, _______ vivido en estos barrios.;emos;hemos;;hemos;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Es por eso que no ___   _________ ganas de irme.;e tenido;he tenido;;he tenido;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Con el tiempo le he tomado cariño a este lugar y creo que nunca me ____.;hiré;iré;;iré;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Antes ______ un pequeño café bajo este edificio.;abía;había;;había;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;En los últimos años, con los cambios de edificación, _________ que demolerlo.;tubieron;tuvieron;;tuvieron;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;En un principio, ___________ elegido otro departamento, pero finalmente nos decidimos por este.;havíamos;habíamos;;habíamos;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Desde que empecé a escribir, ______que elegir un lugar para hacerlo, y me decidí por esta habitación.;tube;tuve;;tuve;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Es por es que desde ahí siempre __    ______ una vista privilegiada.;e tenido;he tenido;;he tenido;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Con los años ___  _____ recolectando historias que he observado desde ahí.;e ido;he ido;;he ido;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Una de esas historias ______ lugar en la plaza de enfrente y es la que les relataré a continuación.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Una mañana de abril, mientras ____a la cocina por una café, advertí una muchacha esperando en un banco.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Mientras esperaba, buscaba atareadamente algo en una cartera roja que _____.;tenia;tenía;;tenía;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;La muchacha ___sacando todos los objetos de la cartera y los __ dejando en el banco.;iva-iva;iba-iba;;iba-iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;De pronto, contestó una llamada y dijo - no te preocupes, yo____ -y desapareció repentinamente.;boy;voy;;voy;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Más tarde, apareció otro joven, que ____ toda la pinta de ser estudiante.;tenia;tenía;;tenía;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;El muchacho parecía ___apurado a la universidad.;hiré;ir;;ir;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Sin embargo nadie ___ tan apurado por la vida.;ba;va;;va;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;El joven _____ que detener su marcha al advertir la agenda.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Luego que ______ mirado para ambos lados de la plaza, decidió sentarse a esperar por si aparecía el dueña de la agenda.;huvo;hubo;;hubo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Pronto apareció una pareja de ancianos y el joven les preguntó:¿ustedes __________ estado sentados acá?;havéis;habéis ;;habéis ;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;No joven. Durante el día, solo ____estado sentada una muchacha.;a;ha;;ha;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;____ a esperarla, dijo el muchacho.;voi;voy;;voy;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;________ pasado ya varios minutos, cuando un adolescente se acercó a la plaza.;havían;habían;;habían;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;El joven volvió a preguntar -¿tú ____ dejado una agenda?;as;has;;has;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;No, pero creo que hace un rato ______ unas personas acá y emprendió su marcha.;havían;habían;;habían;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;El joven decidió que  _____ a esperar un rato más y se quedó en el banco.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Pronto se dio cuenta eso sí, que tarde o temprano _____ a tener que irse a la universidad.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Decidió escribir una nota que decía, ¿_______ perdido una agenda? Vuelvo a las 18:00 y te la entrego.;abrás;habrás;;habrás;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;El muchacho guardó la agenda y  se ___   raudamente.;fue;fue;;fue;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Mientras tanto me levanté de mi escritorio y  ____a preparar un café.;fui;fui;;fui;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;El día pasó lento, ya que _____ que preparar un entrega con mi editor.;abía;había;;había;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Sin embargo, no podía concentrarme ya que quería saber como ____ a terminar la historia de la agenda.;iva;iba;;iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;No podía dejar de pensar en la suerte que ____ la muchacha.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Muchas personas ____perdido el hábito de devolver las cosas.;an;han;;han;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;________ pasado unas cuatro horas, cuando la muchacha regresó.;abrán;habrán;;habrán;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Cuando leyó la nota y supo que el muchacho ____ a volver en la tarde, se sentó dubitativa.;iva; iba;; iba;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;"Decidió escribir otra nota donde decía; no puedo estar a las 18:00, _______ que ver otra forma de que me la entregaras.";abría;habría;;habría;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;En la tarde, cuando el muchacho se encontró con la nota, la respondión con otra. Anota a que hora _______ tiempo mañana.;tendrás;tendrás;;tendrás;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Al día siguiente cuando la muchacha _____leído la nota, resolvió dejar una lógica respuesta.;ubo;hubo;;hubo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;__________ la amabilidad de dejar la agenda en la conserjería que está al frente?;tendrias;tendrías;;tendrías;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;La muchacha agregó. Así _________resuelto el problema.;abremos;habremos;;habremos;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Al regresar el muchacho, ya casi decepcionado, escribió de vuelta. ¿______ una posibilidad de que fuera mañana a las 9? ;abría;habría;;habría;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Al día siguiente el joven _____ que madrugar, pero le entregó la agenda a la niña.;tubo;tuvo;;tuvo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
40;Por fin la historia se _____ solucionado.;abía;había;;había;¿Cómo se escribe correctamente la palabra que falta en la oración?;
41;;Tiempo atrás, sucedió una historia digna de ser contada.;Tiempo atrás sucedió, una historia digna de ser contada.;Tiempo atrás, sucedió, una historia digna de ser contada.;Tiempo atrás, sucedió una historia digna de ser contada.;Selecciona la oración que presenta un correcto uso de la coma.;
