Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;feedback
32;Escribe la oración dictada.;;;;Él se dirige a la biblioteca.;Él se dirige a la biblioteca.;;
32;Escribe la oración dictada.;;;;José se encuentra con su abuela.;José se encuentra con su abuela.;;
32;Escribe la oración dictada.;;;;Antonia le da un beso en la mejilla a su mamá.;Antonia le da un beso en la mejilla a su mamá.;;
32;Escribe la oración dictada.;;;;El bombero toca la bocina.;El bombero toca la bocina.;;
32;Escribe la oración dictada.;;;;La bandera se mueve con el viento.;La bandera se mueve con el viento.;;
32;Escribe la oración dictada.;;;;El papá de José le compró un globo.;El papá de José le compró un globo.;;
32;Escribe la oración dictada.;;;;Al mirar al cielo las nubes se ven grises.;Al mirar al cielo las nubes se ven grises.;;
32;Escribe la oración dictada.;;;;El paraguas me protege de la lluvia.;El paraguas me protege de la lluvia.;;
32;Escribe la oración dictada.;;;;José camina por la vereda.;José camina por la vereda.;;
32;Escribe la oración dictada.;;;;Pronto llegará la primavera.;Pronto llegará la primavera.;;
32;Escribe la oración dictada.;;;;El vecino de José saluda muy cordial.;El vecino de José saluda muy cordial.;;
32;Escribe la oración dictada.;;;;Mi abuela me ve por la ventana.;Mi abuela me ve por la ventana.;;
32;Escribe la oración dictada.;;;;El viernes iré a la biblioteca.;El viernes iré a la biblioteca.;;
32;Escribe la oración dictada.;;;;En las vacaciones de invierno siempre llueve.;En las vacaciones de invierno siempre llueve.;;
32;Escribe la oración dictada.;;;;José soñaba con visitar Buenos Aires.;José soñaba con visitar Buenos Aires.;;
32;Escribe la oración dictada.;;;;La mamá de José cantaba en las mañanas.;La mamá de José cantaba en las mañanas.;;
32;Escribe la oración dictada.;;;;La paloma volaba cerca de la casa.;La paloma volaba cerca de la casa.;;
32;Escribe la oración dictada.;;;;Cuando David corría, su perro saltaba.;Cuando David corría, su perro saltaba.;;
32;Escribe la oración dictada.;;;;A ella le gustaba cuando caminaban por la playa.;A ella le gustaba cuando caminaban por la playa.;;
32;Escribe la oración dictada.;;;;Después de almorzar me gusta dormir.;Después de almorzar me gusta dormir.;;
32;Escribe la oración dictada.;;;;Ella señalaba el libro que quiso comprar.;Ella señalaba el libro que quiso comprar.;;
32;Escribe la oración dictada.;;;;Cuando miraba las estrellas formaba figuras con ellas.;Cuando miraba las estrellas formaba figuras con ellas.;;
32;Escribe la oración dictada.;;;;La profesora pensaba mientras tomaba desayuno.;La profesora pensaba mientras tomaba desayuno.;;
32;Escribe la oración dictada.;;;;Martín tocaba la guitarra en la plaza.;Martín tocaba la guitarra en la plaza.;;
32;Escribe la oración dictada.;;;;La mamá de José plantaba girasoles en el jardín.;La mamá de José plantaba girasoles en el jardín.;;
32;Escribe la oración dictada.;;;;Su papá diseñaba maquetas para su trabajo.;Su papá diseñaba maquetas para su trabajo.;;
32;Escribe la oración dictada.;;;;José estudiaba por las tardes.;José estudiaba por las tardes.;;
32;Escribe la oración dictada.;;;;La mamá de Josefa compraba frutas en el supermercado.;La mamá de Josefa compraba frutas en el supermercado.;;
32;Escribe la oración dictada.;;;;Camila peinaba a su muñeca favorita;Camila peinaba a su muñeca favorita;;
32;Escribe la oración dictada.;;;;Camila compró una alfombra  muy linda.;Camila compró una alfombra muy linda.;;
32;Escribe la oración dictada.;;;;En el hospital hay muchas ambulancias grandes.;En el hospital hay muchas ambulancias grandes.;;
32;Escribe la oración dictada.;;;;Arturo ayudó en la colecta de los bomberos del miércoles.;Arturo ayudó en la colecta de los bomberos del miércoles.;;
32;Escribe la oración dictada.;;;;En mi escuela hicimos una convivencia.;En mi escuela hicimos una convivencia.;;
32;Escribe la oración dictada.;;;;Alexis envió un correo electrónico a su tía que vive en Temuco.;Alexis envió un correo electrónico a su tía que vive en Temuco.;;
32;Escribe la oración dictada.;;;;Los envases de plástico y vidrio se pueden reciclar.;Los envases de plástico y vidrio se pueden reciclar.;;
32;Escribe la oración dictada.;;;;Hay que utilizar ampolletas que ahorren energía.;Hay que utilizar ampolletas que ahorren energía.;;
32;Escribe la oración dictada.;;;;Antonia fue de vacaciones al campo.;Antonia fue de vacaciones al campo.;;
32;Escribe la oración dictada.;;;;La iglesia tiene una inmensa campana.;La iglesia tiene una inmensa campana.;;
32;Escribe la oración dictada.;;;;Me gustó conversar con mi papá.;Me gustó conversar con mi papá.;;
32;Escribe la oración dictada.;;;;Ahora me tomaría un helado de chocolate.;Ahora me tomaría un helado de chocolate.;;
32;Escribe la oración dictada.;;;;Necesitamos harina para los panqueques.;Necesitamos harina para los panqueques.;;
32;Escribe la oración dictada.;;;;Andrea hablaba con su hermana sobre la película.;Andrea hablaba con su hermana sobre la película.;;
32;Escribe la oración dictada.;;;;Mi papá me preparó pan con huevo.;Mi papá me preparó pan con huevo.;;
32;Escribe la oración dictada.;;;;Compré ricas zanahorias para mi conejo.;Compré ricas zanahorias para mi conejo.;;
32;Escribe la oración dictada.;;;;Mi abuela tiene un huerto pequeño.;Mi abuela tiene un huerto pequeño.;;
32;Escribe la oración dictada.;;;;Me entregaron un adhesivo al cooperar en la colecta.;Me entregaron un adhesivo al cooperar en la colecta.;;
32;Escribe la oración dictada.;;;;En el jardín, Josefa miraba las hormigas.;En el jardín, Josefa miraba las hormigas.;;
32;Escribe la oración dictada.;;;;El ahijado de mi mamá estará pronto de cumpleaños.;El ahijado de mi mamá estará pronto de cumpleaños.;;
32;Escribe la oración dictada.;;;;La almohada es suave y cómoda.;La almohada es suave y cómoda.;;
32;Escribe la oración dictada.;;;;Javier decide ir por ahí.;Javier decide ir por ahí.;;
32;Escribe la oración dictada.;;;;¡Ya sé! Hay que dividirse.;¡Ya sé! Hay que dividirse.;;
32;Escribe la oración dictada.;;;;¡Ay! Me pegué en la cabeza.;¡Ay! Me pegué en la cabeza.;;
32;Escribe la oración dictada.;;;;Hay que buscar el camino de regreso.;Hay que buscar el camino de regreso.;;
32;Escribe la oración dictada.;;;;No hay posibilidad de perdernos.;No hay posibilidad de perdernos.;;
33;Mi abuelito dice que gusta viajar &ligero& de equipaje.;bastante;pesado;liviano;liviano;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;El &contorno& de mi dibujo es un poco irregular.;silueta;centro;color;silueta;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Los perros callejeros están muy necesitados de alimento y &cobijo&.;techo;protección;agua;protección;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Los medicamentos muchas veces son &cruciales& para salvar la vida de una persona.;trascendentales;secundarios;costosos;trascendentales;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Son muchos los bosques &talados& en distintos lugares del mundo.;verdes;cortados;frondosos;cortados;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Muchas familias de nuestro país viven &hacinadas& en pequeñas habitaciones.;felices;amontonadas;acomodadas;amontonadas;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Debemos tratar de darle tiempo y &afecto& a los ancianos.;regalos;paciencia;cariño;cariño;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Hoy nuestra profesora &detectó& que muy pocos de nosotros estudiamos en casa.;miró;descubrió;evaluó;descubrió;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Nuestra amistad ha durado tantos años porque ambos somos &leales&.;buenos;esforzados;fieles;fieles;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Mi papá vuelve cansado a casa después de un &arduo& día de trabajo.;dolor;caluroso;difícil;difícil;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;La mala noticia &aterró& a Viviana.;ensució;espantó;cansó;espantó;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Tú me &complaces& con tu amistad;ayudas;complicas;satisfaces;satisfaces;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;No es bueno &vulnerar& las normas de convivencia.;transgredir;seguir;respetar;transgredir;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Mis lápices tienen colores &llamativos&.;ardientes;variados;vostosos;vistosos;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;La silla que mi papá usa es muy &cómoda&.;grande;confortable;complicada;confortable;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Las iglesias impulsan programas para apoyar a las personas más &vulnerables&.;religiosas;desvalidas;creyentes;desvalidas;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Carla caminó &ávidamente& hacia su amiga y le dijo lo que estaba sintiendo.;ansiosamente;lentamente;ilusionada;ansiosamente;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Todos los años voy a &venerar& a la Virgen del Carmen.;ver;honrar;rezar;honrar;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Hoy se &conmemoran& cinco años de la muerte de mi abuelita.;lloran;festejan;recuerdan;recuerdan;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Mi mamá dice que mi hermano menor está &exento& de responsabilidad.;lleno;libre;culpado;libre;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Me gusta ver los astros en el &firmamento&.;dibujo;cielo;planeta;cielo;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Hoy me enseñaron a encontrar el número &incógnito& de una suma.;resultado;desconocido;menor;desconocido;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Cuando llegué del colegio me sentía muy &fatigado&.;debilitado;hambriento;confundido;debilitado;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Traté mal a mi amigo y ahora siento mucho &pudor&.;dolor;rabia;vergüenza;vergüenza;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Mi secreto se &divulgó& por todo el curso.;guardó;difundió;susurró;difundió;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Nuestra profesora dice que debemos &adaptar& el final de ese cuento.;alargar;adecuar;acortar;adecuar;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Mi padre se &desconcertó& cuando me vio llegar con mis amigos.;enojó;asustó;confundió;confundió;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Hay &consenso& en que el trabajo infantil no es bueno.;opiniones;acuerdo;disconformidad;acuerdo;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;Siempre me han gustado mucho las &tradiciones& chilenas.;fiestas;costumbres;comidas;costumbres;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;No es bueno &emitir& un mal comentario de alguien sin conocerlo bien.;recibir;manifestar;murmurar;manifestar;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
33;El suelo de la parcela de mi abuelita es muy &fértil&.;verde;productivo;seco;productivo;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;
34;Mi abuelito dice que &gusta& viajar ligero de equipaje.;detesta;aburre;maldice;detesta;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;El &contorno& de mi dibujo es un poco irregular.;centro;interior;núcleo;interior;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Los perros &callejeros& están muy necesitados de alimento y cobijo.;domésticos;adaptados;mansos;domésticos;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Los medicamentos &muchas& veces son cruciales para salvar la vida de una persona.;varias;algunas;pocas;pocas;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Son muchos los bosques &talados& en distintos lugares del mundo.;surgidos;plantados;germinados;plantados;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Muchas familias de nuestro país viven &hacinadas& en pequeñas habitaciones.;separadas;holgadas;espaciadas;holgadas;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Debemos &dejar& de darle tiempo y afecto a los ancianos.;intentar;acordar;disponer;intentar;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Hoy nuestra profesora &felicitó& a los que estudiamos en casa.;rebrobó;criticó;censuró;rebrobó;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Nuestra &fuerte& amistad ha durado tantos años porque omos leales.;superficial;frágil;aparente;frágil;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Mi papá vuelve &optimista& a casa después de un arduo día de trabajo.;triste;pesimista;melancólico;pesimista;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;La mala noticia &aterró& a Viviana.;abatió;calmó;animó;calmó;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Tú me &complaces& con tu amistad.;molestas;perturbas;desagradas;desagradas;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;No es &fácil& vulnerar las normas de convivencia.;difícil;complicado;extraño;difícil;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Mis lápices tienen colores &llamativos.&;discretos;sugerentes;distintos;discretos;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;La silla que mi papá usa es muy &cómoda.&;incómoda;desagradable;molesta;incómoda;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Las iglesias impulsan programas para apoyar a las personas más &vulnerables.&;vigorosas;fuertes;beneficiadas;fuertes;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Carla caminó &ávidamente& hacia su amiga y le dijo lo que estaba sintiendo.;facinadamente;mecánicamente;moderadamente;moderadamente;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Todos los años viajo &junto& a mi familia a venerar a la Virgen del Carmen.;alejado;separado;disperso;separado;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Hoy se conmemoran cinco &lamentables& años de la muerte de mi abuelita.;tenues;dignos;alegres;alegres;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Mi mamá dice que mi hermano menor está &exento& de responsabilidad.;liberado;obligado;exonerado;obligado;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Me&gusta& ver los astros en el firmamento.;desagrada;incomoda;molesta;desagrada;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Hoy me& incitaron& a encontrar el número incógnito de una suma.;disuadieron;obligaron;convencieron;disuadieron;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Cuando llegué del colegio me sentía muy &fatigado.&;enérgico;estimulado;agitado;enérgico;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Traté mal a mi amigo y ahora siento mucho &pudor.&;honestidad;culpa;desvergüenza;desvergüenza;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Mi secreto se &divulgó& por todo el curso.;murmuró;ocultó;silenció;ocultó;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Nuestra &humilde& profesora dice que debemos adaptar el final de ese cuento.;rebelde;soberbia;sumisa;soberbia;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Mi padre se &descocertó& cuando me vio llegar con mis amigos.;tranquilizó;sorprendió;preparó;tranquilizó;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Hay &consenso& en que el trabajo infantil no es bueno.;unanimidad;acuerdo;discrepancia;discrepancia;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;Siempre me han gustado mucho las &representativas& tradiciones chilenas.;diferentes;atípicas;extrañas;atípicas;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;No es bueno &criticar& a alguien sin conocerlo bien.;aplaudir;alabar;felicitar;alabar;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
34;El suelo de la parcela de mi abuelita es muy &fértil.&;frágil;estéril;inútil;estéril;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;
35;Un día de primavera Joaquín salió a condu_ir su bicicleta.;;;;conducir;¿Qué letra falta a la palabra incompleta?;;
35;Él se dedicaba a apre_iar el paisaje.;;;;apreciar;¿Qué letra falta a la palabra incompleta?;;
35;A Joaquín le gustaba anali_ar las casas;;;;analizar;¿Qué letra falta a la palabra incompleta?;;
35;Le gustaban especialmente las casas de ladrillo color cobri_o.;;;;cobrizo;¿Qué letra falta a la palabra incompleta?;;
35;La casa tenía un patio gigante_co.;;;;gigantesco;¿Qué letra falta a la palabra incompleta?;;
35;Joaquín qui_o entrar;;;;quiso;¿Qué letra falta a la palabra incompleta?;;
35;Por todas partes habían rastros de una mudan_a.;;;;mudanza;¿Qué letra falta a la palabra incompleta?;;
35;Joaquín entró sin vergüen_a.;;;;vergüenza;¿Qué letra falta a la palabra incompleta?;;
35;Le encantaba atrever_e a entrar en casas desconocidas.;;;;atreverse;¿Qué letra falta a la palabra incompleta?;;
35;!Bienvenido! Lo saludó una abuelita con cara bondado_a.;;;;bondadosa;¿Qué letra falta a la palabra incompleta?;;
35;La abuelita le mostró la mesa con refrescos y lo per_uadió para que tomara uno.;;;;persuadió;¿Qué letra falta a la palabra incompleta?;;
35;Al querer irse se detuvo ante la belle_a de una muchacha de largos cabellos.;;;;belleza;¿Qué letra falta a la palabra incompleta?;;
35;Cambió de opinión después de ese halla_go;;;;hallazgo;¿Qué letra falta a la palabra incompleta?;;
35;Decidió acercarse a la niña para ha_erse su amigo.;;;;hacerse;¿Qué letra falta a la palabra incompleta?;;
35;La niña lo saludó mientras él va_iaba jugo en un vaso.;;;;vaciaba;¿Qué letra falta a la palabra incompleta?;;
35;¿Quieres comer galletas de maí_? Preguntó ella.;;;;maís;¿Qué letra falta a la palabra incompleta?;;
35;Mejor con_édeme este baile;;;;concédeme;¿Qué letra falta a la palabra incompleta?;;
35;Solo una can_ión;;;;canción;¿Qué letra falta a la palabra incompleta?;;
35;Vamos donde haya menos bulli_io.;;;;bullicio;¿Qué letra falta a la palabra incompleta?;;
35;¡ Me da vergüe_a que me vean!;;;;vergüenza;¿Qué letra falta a la palabra incompleta?;;
35;Me dicen Flor_ita.;;;;Florcita;¿Qué letra falta a la palabra incompleta?;;
35;¿Cómo lo ha_ pasado en la fiesta Joquín?;;;;has;¿Qué letra falta a la palabra incompleta?;;
35;Estoy un poco can_ado;;;;cansado;¿Qué letra falta a la palabra incompleta?;;
35;Me gustaría dormir y  tener tranquilidad y pa_.;;;;paz;¿Qué letra falta a la palabra incompleta?;;
35;Joaquín dijo: soy compren_ivo.;;;;comprensivo;¿Qué letra falta a la palabra incompleta?;;
35;¿Me re_ibirás mañana si vengo ?;;;;recibirás;¿Qué letra falta a la palabra incompleta?;;
35;El día estará lindí_imo;;;;lindísimo;¿Qué letra falta a la palabra incompleta?;;
36;;;;;;;;
37;;día;imágenes;fantástico;día;Selecciona la palabra que presenta acento dierético.;;
37;;más;Saúl;pájaros;Saúl;Selecciona la palabra que presenta acento dierético.;;
37;;tiburón;mayúscula;caída;caída;Selecciona la palabra que presenta acento dierético.;;
37;;comería;Vásquez;mamá;comería;Selecciona la palabra que presenta acento dierético.;;
37;;tenía;próximo;página;tenía;Selecciona la palabra que presenta acento dierético.;;
37;;lápiz;miércoles;rápido;miércoles;Selecciona la palabra que presenta acento dierético.;;
37;;oído;atún;sábado;oído;Selecciona la palabra que presenta acento dierético.;;
37;;árboles;jarrón;filosofía;filosofía;Selecciona la palabra que presenta acento dierético.;;
37;;mía;círculo;teléfono;mía;Selecciona la palabra que presenta acento dierético.;;
37;;océano;ilustración;México;océano;Selecciona la palabra que presenta acento dierético.;;
37;;álbum;bailaría;jóven;bailaría;Selecciona la palabra que presenta acento dierético.;;
37;;tío;orégano;fantástico;tío;Selecciona la palabra que presenta acento dierético.;;
37;;Raúl;Óscar;Verónica;Raúl;Selecciona la palabra que presenta acento dierético.;;
37;;país;automóvil;círculo;país;Selecciona la palabra que presenta acento dierético.;;
37;;caída;multiplicación;división;caída;Selecciona la palabra que presenta acento dierético.;;
37;;intrépido;fábula;países;países;Selecciona la palabra que presenta acento dierético.;;
37;;escogería;avión;autobús;escogería;Selecciona la palabra que presenta acento dierético.;;
37;;ataúd;jóvenes;exámenes;ataúd;Selecciona la palabra que presenta acento dierético.;;
37;;hipopótamo;árboles;policía;policía;Selecciona la palabra que presenta acento dierético.;;
37;;características;raíz;círculo;raíz;Selecciona la palabra que presenta acento dierético.;;
37;;pilítica;maíz;más;maíz;Selecciona la palabra que presenta acento dierético.;;
37;;fácil;ojalá;carnicería;carnicería;Selecciona la palabra que presenta acento dierético.;;
37;;sabía;orégano;médico;sabía;Selecciona la palabra que presenta acento dierético.;;
37;;poesía;micrófono;café;poesía;Selecciona la palabra que presenta acento dierético.;;
37;;María;Andrés;átomo;María;Selecciona la palabra que presenta acento dierético.;;
37;;café;púa;música;púa;Selecciona la palabra que presenta acento dierético.;;
37;;geografía;jarrón;árboles;geografía;Selecciona la palabra que presenta acento dierético.;;
37;;dúo;ojalá;cucharón;dúo;Selecciona la palabra que presenta acento dierético.;;
37;;todavía;volantín;jardín;todavía;Selecciona la palabra que presenta acento dierético.;;
37;;baúl;relámpago;rápido;baúl;Selecciona la palabra que presenta acento dierético.;;
37;;perdía;número;dominó;perdía;Selecciona la palabra que presenta acento dierético.;;
37;;país;teléfono;móvil;país;Selecciona la palabra que presenta acento dierético.;;
37;;aéreo;ángel;esdrújula;aéreo;Selecciona la palabra que presenta acento dierético.;;
37;;raíz;débil;comunicación;raíz;Selecciona la palabra que presenta acento dierético.;;
37;;geometría;línea;Sepúlveda;geometría;Selecciona la palabra que presenta acento dierético.;;
37;;alegría;Joaquín;Hernán;alegría;Selecciona la palabra que presenta acento dierético.;;
37;;médico;continúa;árbol;continúa;Selecciona la palabra que presenta acento dierético.;;
37;;celebraría;dramático;algún;celebraría;Selecciona la palabra que presenta acento dierético.;;
37;;reían;Verónica;Concepción;reían;Selecciona la palabra que presenta acento dierético.;;
37;;ponía;jamás;pájaros;ponía;Selecciona la palabra que presenta acento dierético.;;
38;;;;;;;;
39;Escribe la oración dictada.;;;;A Joaquín le gustaba analizar las casas.;A Joaquín le gustaba analizar las casas;;
39;Escribe la oración dictada.;;;;Decidió acercarse a la niña para hacerse su amigo.;Decidió acercarse a la niña para hacerse su amigo.;;
39;Escribe la oración dictada.;;;;Joaquín quiso entrar.;Joaquín quiso entrar;;
39;Escribe la oración dictada.;;;;Solo una canción.;Solo una canción.;;
39;Escribe la oración dictada.;;;;La abuelita le mostró la mesa con refrescos.;La abuelita le mostró la mesa con refrescos.;;
39;Escribe la oración dictada.;;;;Estoy un poco cansado.;Estoy un poco cansado;;
39;Escribe la oración dictada.;;;;¿Me recibirás mañana si vengo?;¿Me recibirás mañana si vengo?;;
39;Escribe la oración dictada.;;;;¿Cómo lo has pasado en la fiesta Joaquín?;¿Cómo lo has pasado en la fiesta Joaquín?;;
39;Escribe la oración dictada.;;;;Me dicen Florcita.;Me dicen Florcita.;;
39;Escribe la oración dictada.;;;;Adentro podía leerse el mensaje.;Adentro podía leerse el mensaje.;;
39;Escribe la oración dictada.;;;;Joaquín quiso entrar.;Joaquín quiso entrar.;;
39;Escribe la oración dictada.;;;;Ese día fue magnífico.;Ese día fue magnífico.;;
39;Escribe la oración dictada.;;;;Un día de primavera Joaquín salió en bicicleta.;Un día de primavera Joaquín salió en bicicleta.;;
39;Escribe la oración dictada.;;;;Me gustaría dormir.;Me gustaría dormir.;;
39;Escribe la oración dictada.;;;;Le encantaba atreverse a entrar en casas desconocidas.;Le encantaba atreverse a entrar en casas desconocidas.;;
39;Escribe la oración dictada.;;;;Él no quiso jugar con el niño.;Él no quiso jugar con el niño.;;
39;Escribe la oración dictada.;;;;Si tú me dices que sí.;Si tú me dices que sí.;;
39;Escribe la oración dictada.;;;;Lo veré más seguido.;Lo veré más seguido;;
39;Escribe la oración dictada.;;;;Te advierto que la taza de té está muy caliente.;Te advierto que la taza de té está muy caliente.;;
39;Escribe la oración dictada.;;;;Yo sé que Luis no se porta bien.;Yo sé que Luis no se porta bien.;;
39;Escribe la oración dictada.;;;;Mi mamá necesita que le dé un abrazo.;Mi mamá necesita que le dé un abrazo.;;
39;Escribe la oración dictada.;;;;Mi mamá es muy especial para mí.;Mi mamá es muy especial para mí.;;
39;Escribe la oración dictada.;;;;Él hizo todo por tu amiga.;Él hizo todo por tu amiga.;;
39;Escribe la oración dictada.;;;;No sé nada de mi prima que se fue de la casa.;No sé nada de mi prima que se fue de la casa.;;
39;Escribe la oración dictada.;;;;Quiero que tú vayas con tu amiga.;Quiero que tú vayas con tu amiga.;;
39;Escribe la oración dictada.;;;;El policía saludo a mi hermano pequeño.;El policía saludo a mi hermano pequeño.;;
39;Escribe la oración dictada.;;;;Bailaría contigo pero no sé bailar.;Bailaría contigo pero no sé bailar.;;
39;Escribe la oración dictada.;;;;Mi tío Raúl nos visitará el fin de semana.;Mi tío Raúl nos visitará el fin de semana.;;
39;Escribe la oración dictada.;;;;Raúl tomó mi mano y me invitó a bailar.;Raúl tomó mi mano y me invitó a bailar.;;
39;Escribe la oración dictada.;;;;La carnicería tiene un olor extraño.;La carnicería tiene un olor extraño.;;
39;Escribe la oración dictada.;;;;Andrea y María estaban felices.;Andrea y María estaban felices.;;
39;Escribe la oración dictada.;;;;¿Quieres ir al cine el miércoles?;¿Quieres ir al cine el miércoles?;;
39;Escribe la oración dictada.;;;;Me comería un trozo de pastel.;Me comería un trozo de pastel.;;
39;Escribe la oración dictada.;;;;Todos reían con Andrea.;Todos reían con Andrea.;;
39;Escribe la oración dictada.;;;;Carla tropezó con la raíz de ese árbol.;Carla tropezó con la raíz de ese árbol.;;
40;Me gustaría contar una historia que  ___ presenciado desde mi ventana.;e;he;;he;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Siempre _______ vivido en estos barrios.;emos;hemos;;hemos;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Es por eso que no ___   _________ ganas de irme.;e tenido;he tenido;;he tenido;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Con el tiempo le he tomado cariño a este lugar y creo que nunca me ____.;hiré;iré;;iré;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Antes ______ un pequeño café bajo este edificio.;abía;había;;había;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;_________ que demolerlo.;Tubieron;Tuvieron;;Tuvieron;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;___________ elegido otro departamento;Havíamos;Habíamos;;Habíamos;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;______que elegir un lugar para hacerlo;Tuve;Tube;;tuve;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Es por es que desde ahí siempre __    ______ una vista privilegiada.;e tenido;he tenido;;he tenido;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Con los años ___  _____ recolectando historias que he observado desde ahí.;e ido;he ido;;he ido;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Una de esas historias ______ lugar en la plaza de enfrente y es la que les relataré a continuación.;tubo;tuvo;;tuvo;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
